Artist,Title,Medium,Year_acquisition,Medium_classified
Maruja Mallo (Ana María Gómez González),Acróbata (Acrobat),"Work on paper, Drawing",1988,graphics
Maruja Mallo (Ana María Gómez González),Panteo,"Work on paper, Drawing",1988,graphics
Maruja Mallo (Ana María Gómez González),Razas (Races),"Work on paper, Drawing",1988,graphics
Maruja Mallo (Ana María Gómez González),Razas (Races),"Work on paper, Drawing",1988,graphics
Maruja Mallo (Ana María Gómez González),Viajeros del éter (Ether Travelers),"Work on paper, Drawing",1988,graphics
Maruja Mallo (Ana María Gómez González),Viajeros del éter (Ether Travelers),"Work on paper, Drawing",1988,graphics
Maruja Mallo (Ana María Gómez González),Viajeros del éter (Ether Travelers),"Work on paper, Drawing",1988,graphics
Maruja Mallo (Ana María Gómez González),Viajeros del éter (Ether Travelers),"Work on paper, Drawing",1988,graphics
Maruja Mallo (Ana María Gómez González),Viajeros del éter (Ether Travelers),"Work on paper, Drawing",1988,graphics
André Malraux,"S/T (Fotografías de la película «L'Espoir. Sierra de Teruel») (No Title [Photographs from the film ""L'Espoir. Sierra de Teruel""])",Photography,2009,photography
Manuel Mampaso,Pintura 1958 (Painting 1958),Painting,1988,painting
Man Ray (Emmanuel Radnitzky),Integration of Shadows,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Composition surréaliste (Surrealist Composition),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Trans Atlantique (Trans Atlantic),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Photographie dada (Dada Photography),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Élevage de poussière (Dust Breeding),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Rayogramme (Rayograph),Photography,2001,photography
Man Ray (Emmanuel Radnitzky),Juan Gris (á Boulogne-sur-Seine) (Juan Gris [In Boulogne-sur-Seine]),Photography,2004,photography
Man Ray (Emmanuel Radnitzky),Indestructible Object,Sculpture,1988,sculpture
Man Ray (Emmanuel Radnitzky),Rayogramme (Rayograph),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Retour à la raison (Return to Reason),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),"Ricardo Viñes, Olga Picasso, Pablo Picasso y Manuel Ángeles Ortiz (Ricardo Viñes, Olga Picasso, Pablo Picasso and Manuel Ángeles Ortiz)",Photography,1997,photography
Man Ray (Emmanuel Radnitzky),Picasso entre Mme. de Errázuriz y Olga (Picasso between Mme. de Errázuriz and Olga),Photography,1997,photography
Man Ray (Emmanuel Radnitzky),Picasso entre Mme. de Errázuriz y Olga en el famoso baile de máscaras que dio el Conde Etienne de Beaumont en 1924 (Picasso Between Mme. de Errázuriz and Olga at the Famous Masked Ball Given by Count Etienne de Beaumont in 1924),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),"Fotografía de la escultura de Pablo Picasso, Guitarra (Photograph of the Pablo Picasso Sculpture, Guitar)",Photography,2012,photography
Man Ray (Emmanuel Radnitzky),Kiki,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Le Violon d'Ingres (Ingres' Violin),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Kiki nue (Kiki Nude),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Brancusi,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Noire et blanche (Black and White),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Le pain (The Bread),Painting,2008,painting
Man Ray (Emmanuel Radnitzky),André Breton,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Oiseau de paradis (Bird of Paradise),Photography,2003,photography
Man Ray (Emmanuel Radnitzky),"Vicente Escudero, bailaor de flamenco (Vicente Escudero, Flamenco Dancer)",Photography,1997,photography
Man Ray (Emmanuel Radnitzky),Luis Buñuel,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Réflexions (Reflections),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Primat de la matière sur la pensée (Matter Primes Thought),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Natasha,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Joan Miró,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Paul Eluard y André Breton (Paul Eluard and André Breton),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Bois (Wood),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),En pleine occultation de Venus (Venus Total Eclipse),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Anatomies,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Dalí,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),No Title,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Les larmes (Tears),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Autoportrait (Self-Portrait),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Portrait de Picasso (Portrait of Picasso),Photography,2003,photography
Man Ray (Emmanuel Radnitzky),"Meret Oppenheim, nue allongée (Meret Oppenheim, Nude Lying)",Photography,1988,photography
Man Ray (Emmanuel Radnitzky),"Meret Oppenheim, nue allongée (Meret Oppenheim, Nude Lying)",Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Picasso,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Hommage à Lautréamont (Homage to Lautréamont),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Erotique voilée (Veiled Erotic),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Autoportrait essai (Attempt at a Self-Portrait),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Virginia Woolf,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Max Ernst,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Coco Chanel,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Space Writing,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Nu (Nude),Photography,1988,photography
Man Ray (Emmanuel Radnitzky),"Photographie de mode pour Lucien Lelong. Robe de Madeleine Vionnet, brouette d'Óscar Domínguez (Fashion Photograph for Lucien Lelong. Dress by Madeleine Vionnet, Wheelbarrow by Óscar Domínguez)",Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Mannequin de Maurice Henry (Mannequin by Maurice Henry),Photography,1997,photography
Man Ray (Emmanuel Radnitzky),Mannequin de Joan Miró (Mannequin by Joan Miró),Photography,2005,photography
Man Ray (Emmanuel Radnitzky),Les mannequins (The Mannequins),"Graphic art, Photography",2007,graphics
Man Ray (Emmanuel Radnitzky),Mannequin de Léo Malet (Mannequin by Léo Malet),Photography,2007,photography
Man Ray (Emmanuel Radnitzky),Mannequin de Dalí (Mannequin by Dalí),Photography,2003,photography
Man Ray (Emmanuel Radnitzky),Juliet,Photography,1988,photography
Man Ray (Emmanuel Radnitzky),Juliet,Photography,2003,photography
Mateo Manaure,El negro es un color (Black is a Colour),Painting,2013,painting
Erlea Maneros,"Exercises on abstraction, Series I",,2012,
Erlea Maneros,"Exercises on abstraction, Series I",,2012,
Erlea Maneros,"Exercises on abstraction, Series I",,2012,
Erlea Maneros,"Exercises on abstraction, Series I",,2012,
Erlea Maneros,"Exercises on abstraction, Series II",,2012,
Erlea Maneros,"Exercises on abstraction, Series II",,2012,
Erlea Maneros,"Exercises on abstraction, Series II",,2012,
Erlea Maneros,"Exercises on abstraction, Series II",,2012,
Mangelos (Dimitrije Bašicevic),x?ue? (Bread),Painting,2019,painting
Mangelos (Dimitrije Bašicevic),Antifreud,Sculpture,2019,sculpture
Mangelos (Dimitrije Bašicevic),Skica-zakon energije no. 5 (Sketch of the Energy Law No. 5),Sculpture,2019,sculpture
Íñigo Manglano-Ovalle,"Homage (de Le Baiser/ The Kiss) (Homage to ""Le Baiser/ The Kiss"")",Photography,2015,photography
Íñigo Manglano-Ovalle,Selena I (De FM) (Selena I [To FM]),Photography,2015,photography
Íñigo Manglano-Ovalle,Cloud Prototype No. 4,Sculpture,2015,sculpture
Robert Mangold,Irregular Green Area with a Drawn Ellipse,Painting,1993,painting
Manolo (Manuel Hugué),La Llovera (Old Catalan Woman),Sculpture,1998,sculpture
Manolo (Manuel Hugué),El labrador (The Farmworker),Sculpture,2001,sculpture
Manolo (Manuel Hugué),Bueyes en el establo (Oxen in the Stable),Sculpture,1988,sculpture
Manolo (Manuel Hugué),Rosa,Sculpture,1988,sculpture
Manolo Quejido (Manuel Quejido Villarejo),Siluetas. Secuencias. Deliriums (Silhouettes. Sequences. Deliriums),Painting,2009,painting
Manolo Quejido (Manuel Quejido Villarejo),Gauguaau,Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),Comedor (Dining Room),Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),Tanausú,Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),Aguante (Hold On),Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),Andalia,Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),Regla (Ruler),Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),Cerillo (Cosas) (Match [Things]),Painting,2009,painting
Manolo Quejido (Manuel Quejido Villarejo),Sordo (Deaf),Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),Trama (Grid),Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),"Cartel «Semana contra la Ley de Peligrosidad Social» (Poster ""Week Against the Law of Social Danger"")",Graphic art,2011,graphics
Manolo Quejido (Manuel Quejido Villarejo),La carta (The Letter),Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),Máquina en negro y ocre (Regina) (Machine in Black and Ochre [Regina]),Painting,1997,painting
Manolo Quejido (Manuel Quejido Villarejo),Máquina sentada en silla (Silla y máquina de escribir) (Machine Sat on a Chair [Chair and Typewriter]),Sculpture,2014,sculpture
Manolo Quejido (Manuel Quejido Villarejo),Mecágrafa,Painting,2019,painting
Manolo Quejido (Manuel Quejido Villarejo),El grande (The Large One),Painting,1988,painting
Manolo Quejido (Manuel Quejido Villarejo),Sketch for the Poster of the Spanish Museum of Contemporary Art Spring Festival,Painting,1988,painting
Manolo Quejido (Manuel Quejido Villarejo),Náyade azul (Blue Naiad),Painting,2000,painting
César Manrique,Composición (Composition),Painting,1988,painting
César Manrique,Donza,Painting,1988,painting
César Manrique,Lacran,Painting,1988,painting
Giacomo Manzu,Bambina sulla sedia (Girl Seated in a Chair),Sculpture,1988,sculpture
Robert Mapplethorpe,Self-Portrait,Photography,2003,photography
Robert Mapplethorpe,Self-Portrait,Photography,2003,photography
Robert Mapplethorpe,Jack in the Pulpit,Photography,2003,photography
Ángeles Marco,Mesa de Proyecto (Project Table),Sculpture,1988,sculpture
Ángeles Marco,Contenedor con sal (Container with Salt),"Work on paper, Collage",2015,graphics
Ángeles Marco,Compactos (Compacts),"Work on paper, Collage",2015,graphics
Ángeles Marco,Pozo sin fondo (Bottomless Pit),Sculpture,2015,sculpture
Ángeles Marco,Sin título XXIII (Untitled XXIII),Sculpture,2015,sculpture
Ángeles Marco,Serie Suplemento (Sin título VII) (Supplement Series [Untitled VII]),Sculpture,2015,sculpture
Ángeles Marco,Serie Suplemento (Sin título XXIV) (Supplement Series [Untitled XXIV]),Sculpture,2015,sculpture
Ángeles Marco,Serie Suplemento (Sin título XXVI) (Supplement Series [Untitled XXVI]),Sculpture,2015,sculpture
Ángeles Marco,Estructura (Structure),Sculpture,2015,sculpture
Ángeles Marco,Salto al vacío II (Leap into the Void II),Graphic art,1994,graphics
Ángeles Marco,Salto al vacío IV (Leap into the Void IV),Graphic art,1994,graphics
Ángeles Marco,Salto al vacío I (Leap into the Void I),Graphic art,1994,graphics
Ángeles Marco,Salto al vacío III (Leap into the Void III),Graphic art,1994,graphics
Ángel Marcos,En Cuba 55 (In Cuba 55),Photography,2006,photography
Ángel Marcos,Un coup de dés 14 (A Throw of the Dice 14),Photography,2015,photography
Liliana Maresca,Sin título (Untitled),,2018,
Liliana Maresca,Sin título. Liliana Maresca con su obra (Untitled. Liliana Maresca with her Work),"Action, Photography",2018,photography
Liliana Maresca,Sin título. Liliana Maresca con su obra (Untitled. Liliana Maresca with her Work),"Action, Photography",2018,photography
Liliana Maresca,Sin título. Liliana Maresca con su obra (Untitled. Liliana Maresca with her Work),"Action, Photography",2018,photography
Dorit Margreiter,zentrum (alphabet) (center [alphabet]),Video,2011,video art
Dorit Margreiter,zentrum (barbara) (center [barbara]),Sculpture,2011,sculpture
Maria Leontina da Costa,Sem título - Narrativas (Untitled - Narratives),Painting,2019,painting
Ricardo Marín y Llovet,Apunte I (Sketch I),"Work on paper, Drawing",2017,graphics
Ricardo Marín y Llovet,Apunte II (Sketch II),"Work on paper, Drawing",2017,graphics
Ricardo Marín y Llovet,El primer prisionero... de la invasión de Polonia (The First Prisoner... From the Invasion of Poland),"Work on paper, Drawing",2017,graphics
Ricardo Marín y Llovet,Boceto (Sketch),"Work on paper, Drawing",2017,graphics
Ricardo Marín y Llovet,Escena en París (Scene in Paris),"Work on paper, Drawing",2017,graphics
Óscar Mariné,Mesa ENO (ENO Table),,2017,
Óscar Mariné,Tanguera en el barrio de Boca (Tanguera in La Boca Neighbourhood),Photography,2008,photography
Ramón Marinel.lo,Figuras frente al mar (Figures Opposite the Sea),Sculpture,1997,sculpture
Ramón Marinel.lo,Cabeza crepuscular (Crepuscular Head),Sculpture,1997,sculpture
Juan Domingo Marinello Karaith,Palafitos en la isla de Chiloé (Sur de Chile) (Lake Dwellings on Chiloé Island [Southern Chile]),Photography,1987,photography
Juan Domingo Marinello Karaith,"Centro de Santiago, golpe militar (Centre of Santiago, Coup D'État)",Photography,1987,photography
Juan Domingo Marinello Karaith,Marcha de oposición al gobierno de Salvador Allende (March in Opposition to Salvador Allende's Government),Photography,1987,photography
Juan Domingo Marinello Karaith,"Ancud, Chiloé",Photography,1987,photography
Mary Ellen Mark,Turkey,Photography,2003,photography
Chris Marker,Matta,Video,2008,video art
Pablo Márquez,Ophelia,Photography,2007,photography
Joan Martí Cortad,Ciutat de Sabadell. Festa Major 1931,Graphic art,2019,graphics
Jesús Martí Martín,Éxodo 6 - Campo de concentración (Exodus 6 - Concentration Camp),Painting,1988,painting
Jesús Martí Martín,Éxodo 1 (Exodus 1),Painting,1988,painting
Jesús Martí Martín,Éxodo 2 (Exodus 2),Painting,1988,painting
Jesús Martí Martín,Éxodo 4 (Exodus 4),Painting,1988,painting
Jesús Martí Martín,Éxodo 5 (Exodus 5),Painting,1988,painting
Jesús Martí Martín,Éxodo 3 (Exodus 3),Painting,1988,painting
Joaquim Martí-Bas,Defensar Madrid es defensar Catalunya! (To Defend Madrid Is to Defend Catalonia!),Graphic art,2009,graphics
Basilio Martín Patino,Canciones para después de una guerra (Songs for after a War),Film,,video art
Alicia Martín,Biblioteca (Library),Sculpture,1998,sculpture
Alicia Martín,Niña (Girl),Sculpture,2015,sculpture
Rafael Martínez Díaz,Escena de familia (Family Scene),Painting,1988,painting
Cirilo Martínez Novillo,Muchacho de Cuenca (Youth from Cuenca),Painting,2016,painting
Nicolás Martínez Ortiz de Zárate,Disciplina (Discipline),Graphic art,2009,graphics
Arturo Martínez Rodríguez,Hambre (Hunger),Graphic art,2010,graphics
Arturo Martínez Rodríguez,Encadenado (Chained),Graphic art,2010,graphics
Elvira Martínez Villa,No Title,Graphic art,2017,graphics
Arturo Martini,Susana,Sculpture,1988,sculpture
Ramón Masats,Sitges,Photography,2011,photography
Ramón Masats,Barcelona,Photography,2008,photography
Ramón Masats,Barcelona,Photography,2009,photography
Ramón Masats,Puerto de Santa María,Photography,2009,photography
Ramón Masats,"Las Ramblas, Barcelona",Photography,2011,photography
Ramón Masats,Terrassa,Photography,2008,photography
Ramón Masats,"Las Ramblas, Barcelona",Photography,2008,photography
Ramón Masats,Pamplona,Photography,1988,photography
Ramón Masats,"Sanfermines, Pamplona (Celebration of San Fermín, Pamplona)",Photography,1988,photography
Ramón Masats,Madrid,Photography,1988,photography
Ramón Masats,"Paseo de la Castellana, Madrid",Photography,1988,photography
Ramón Masats,Lorca,Photography,1988,photography
Ramón Masats,Almonte,Photography,1988,photography
Ramón Masats,"Medina Sidonia, No. 125",Photography,1988,photography
Ramón Masats,"Castillo del Mombeltrán, Ávila (Mombeltrán Castle, Ávila)",Photography,2008,photography
Ramón Masats,"Sanfermines, Pamplona (Celebration of San Fermín, Pamplona)",Photography,1988,photography
Ramón Masats,Tomelloso,Photography,1988,photography
Ramón Masats,Madrid,Photography,2011,photography
Ramón Masats,Cadaqués,Photography,1988,photography
Ramón Masats,Iznalloz (Granada),Photography,2011,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Neutral Corner,Photography,2012,photography
Ramón Masats,Antonio Saura en su estudio (Madrid) (Antonio Saura in His Studio [Madrid]),Photography,1988,photography
Ramón Masats,Madrid,Photography,1988,photography
Ramón Masats,"París, Torre Eiffel (Paris, Eiffel Tower)",Photography,1988,photography
Ramón Masats,Madrid,Photography,1988,photography
Ramón Masats,"Maqueta del fotolibro «Los Sanfermines» (""Los Sanfermines"" Dummy Photobook)",Photography,2018,photography
Ramón Masats,Torremolinos,Photography,2018,photography
Ramón Masats,"Museo del Prado, Madrid (The Prado Museum, Madrid)",Photography,2008,photography
Ramón Masats,"Museo del Prado, Madrid (The Prado Museum, Madrid)",Photography,2008,photography
Ramón Masats,"Hostal de los Reyes Católicos, Santiago de Compostela (Catholic Kings' Hostel of Santiago de Compostela)",Photography,2008,photography
Ramón Masats,Medina-Sidonia (Cadiz),Photography,2009,photography
Oscar Masotta,El helicóptero (The Helicopter),Photography,2018,photography
Oriol Maspons,Ibiza,Photography,2008,photography
Oriol Maspons,Pareja de guardias civiles en Cadaqués (Two Members of the Civil Guard at Cadaqués),Photography,2018,photography
Oriol Maspons,Primer bikini (First Bikini),Photography,2018,photography
Oriol Maspons,Nen d'Eivissa (Ibiza's Child),Photography,2018,photography
Oriol Maspons,Mujeres de Ibiza (Ibiza's Women),Photography,2018,photography
Oriol Maspons,"Peluquería de señoras, Ibiza (Ladies' Hairdressers, Ibiza)",Photography,2009,photography
Oriol Maspons,Primptemps a Paris (Spring in Paris),Photography,2018,photography
Oriol Maspons,"El dibujante Cesc. Jardín del Square Georges-Caïn, París (The Draughtsman Cesc. The Georges-Caïn Square Garden, Paris)",Photography,2017,photography
Oriol Maspons,Escaparate vacío y corazón de tiza (Empty Window Display and Chalk Heart),Photography,2017,photography
Oriol Maspons,Escalera y muñeca (Staircase and Doll),Photography,2017,photography
Oriol Maspons,Tres jambes (Three Legs),Photography,2018,photography
Oriol Maspons,Gitanillos (Little Gypsies),Photography,2018,photography
Oriol Maspons,"Margareta de Dique Flotant. Gastón and Daniela, Barcelona",Photography,2017,photography
Oriol Maspons,"Margareta de Dique Flotant. Gastón and Daniela, Barcelona, October 1957",Photography,2017,photography
Oriol Maspons,Maspons y Ubiña fotografían a una modelo de Pertegaz (estirada en un sofá) (Maspons and Ubiña Photograph a Pertegaz Model [Stretched Out on a Sofa]),Photography,2017,photography
Oriol Maspons,Modelo en una puerta gótica (Model in a Gothic Doorway),Photography,2017,photography
Oriol Maspons,"S/T (Bodegón con cabeza de muñeco, Barcelona) (No Title [Still Life with a Doll's Head, Barcelona])",Photography,2017,photography
Oriol Maspons,Dos modelos en un bar (Two Models in a Bar),Photography,2017,photography
Oriol Maspons,Gosse de París (Paris Kid),Photography,2018,photography
Oriol Maspons,"Vicente Escudero, Barcelona",Photography,1999,photography
Oriol Maspons,"Vicente Escudero, Barcelona",Photography,1999,photography
Oriol Maspons,"La Chunga en la Playa de Somorrostro, Barcelona (La Chunga on Somorrostro Beach, Barcelona)",Photography,2011,photography
Oriol Maspons,Autorretratos en un dolmen (Self-Portraits in a Dolmen),Photography,2017,photography
Oriol Maspons,Sitges,Photography,2018,photography
Oriol Maspons,"Autorretratos en el escaparate, entre maniquís (Self-Portraits in the Window Display, Between Mannequins)",Photography,2017,photography
Oriol Maspons,No Title,Photography,2018,photography
Oriol Maspons,Piropo Benemérito (Civil Guard Catcall),Photography,2018,photography
Oriol Maspons,No Title,Photography,2010,photography
Oriol Maspons,No Title,Photography,2008,photography
Oriol Maspons,Autorretrato (Self-Portrait),Photography,2017,photography
Oriol Maspons,Gitanos trashumantes (Transhumant Gypsies),Photography,2008,photography
Oriol Maspons,No Title,Photography,2018,photography
Oriol Maspons,La Globalización. La Mancha (Globalization. La Mancha),Photography,2018,photography
Oriol Maspons,Autorretratos celebrando la llegada del año 1963 (Self-Portraits Seeing In the New Year of 1963),Photography,2017,photography
Oriol Maspons,Toreo de salón (Bullfighting Practice),Photography,2009,photography
Oriol Maspons,No Title,Photography,2010,photography
Oriol Maspons,No Title,Photography,2018,photography
Oriol Maspons,Bocaccio,Photography,2018,photography
Oriol Maspons,Oriol acosado por las chicas con una olla y un cucharón (para el poster de propaganda del estudio) (Oriol Harassed by Girls with a Pot and Ladle [For the Studio's Propaganda Poster]),Photography,2018,photography
Oriol Maspons,"Desconfiadas becarias ante la decisión de sus jefes, que prefieren llevarse trabajo a casa para no tener que estar todo el día en la oficina (Interns Wary Over the Decision of Their Bosses, Who Prefer to Take Work Home to Avoid Spending the Whole Day at the Office)",Photography,2018,photography
Joan Massanet,Nacimiento de Venus (Birth of Venus),Painting,1997,painting
Joan Massanet,Composición surrealista (Surrealist Composition),Painting,1997,painting
Anric Massó,"Fotografía referente a la película «Acariño galaico (De barro)» de Val del Omar (Photograph Referring to the Film ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
Anric Massó,"Fotografía del rodaje de «Acariño galaico (De barro)» de Val del Omar (Photograph of the Filming of ""Acariño galaico [De barro]"" by Val del Omar)",Photography,2012,photography
André Masson,Les fumeurs (The Smokers),Painting,2011,painting
André Masson,Maquette pour une decoration murale (Model for a Wall Decoration),"Work on paper, Drawing",1997,graphics
André Masson,La famille en métamorphose (Décoration murale) (The Family in a State of Metamorphosis [Wall Decorations]),Painting,1995,painting
André Masson,Massacre à la Crucifixion (Massacre at the Crucifixion),"Work on paper, Drawing",2012,graphics
André Masson,Sacrifices (Sacrifices),Graphic art,2012,graphics
André Masson,La mort des Amazones (Death of the Amazon),"Work on paper, Drawing",2012,graphics
André Masson,Massacre,"Work on paper, Drawing",2012,graphics
André Masson,Massacre au soleil 8Massacre in the Sun),"Work on paper, Drawing",2012,graphics
André Masson,La mort du Torero (The Death of the Bullfighter),"Work on paper, Drawing",2012,graphics
André Masson,Oeil de coq se ferment (Il meurt) (Rooster's Eye Closing [Dying]),"Work on paper, Drawing",2012,graphics
André Masson,Mort dans l'arène (Death in the Arena),"Work on paper, Drawing",2012,graphics
André Masson,La mort du cheval (The Death of the Horse),"Work on paper, Drawing",2012,graphics
André Masson,Fantôme d’âne devant Ávila (Ghost of a Donkey in front of Ávila),"Work on paper, Drawing",2014,graphics
André Masson,Les Coqs (Les Coqs rouges) (Roosters [Red Roosters]),Painting,2014,painting
André Masson,Tolède aux chrysalides (Toledo with Chrysalis),"Work on paper, Drawing",2015,graphics
André Masson,Toreaumachie (Bullfight),"Work on paper, Drawing",2012,graphics
André Masson,"Diseño de bandera para las Brigadas Internacionales «British Centurie» (Flag Design for the ""British Centurie"" International Brigades)","Work on paper, Drawing",2012,graphics
André Masson,Mort d'Acteon (Death of Actaeon),"Work on paper, Drawing",2012,graphics
André Masson,Acéphale (Headless),"Work on paper, Drawing",2012,graphics
André Masson,Portrait charge d'un évêque (Caricature of a Bishop),"Work on paper, Drawing",2012,graphics
André Masson,Tauromachie (L'entrée de taureau) (Bullfight [Bull's Entrance]),"Work on paper, Drawing",2012,graphics
André Masson,Corrida mythologique (Mythological Bullfight),"Work on paper, Drawing",2012,graphics
André Masson,Pasiphaë,"Work on paper, Drawing",2014,graphics
André Masson,Massacre de paysans espagnols (Massacre of Spanish Peasants),"Work on paper, Drawing",2008,graphics
André Masson,Pour «Numancia» (For «Numancia»),"Work on paper, Drawing",2012,graphics
André Masson,"Cartel para «Numance» (Numancia), de Cervantes (Poster for ""Numance"" [Numantia], by Cervantes)","Work on paper, Graphic material",2012,graphics
André Masson,Les regulares (The Regulars),"Work on paper, Drawing",2012,graphics
André Masson,La Route de Guadix (The Road to Guadix),"Work on paper, Drawing",2012,graphics
André Masson,Minotauromachie. Les Minotaures (Minotauromachy. The Minotaurs),"Work on paper, Drawing",2012,graphics
André Masson,"«Numance», étude pour le décor de fond de scène (""Numance"", Sketch for Backdrop)","Work on paper, Drawing",2012,graphics
André Masson,Les conquérants (The Conquerors),"Work on paper, Drawing",2012,graphics
André Masson,La sorcière (The Witch),Painting,1989,painting
Francesco Matarrese,Arte in principio seguente (Art in principle following / Art at the beginning following),Photography,2013,photography
Francesco Matarrese,É una contradizione che un corpo con eguale costanza e si allontani da un altro: l'ellisse in quanto estensione dialettica è una delle forme del moto che realizza e risolve questa contraddizione (It is a contradiction that a body with the same resolve moves away from another: the ellipsis as a dialectic extension of one of the forms of movement that is able to resolve this contradiction),,2013,
