Artist,Title,Medium,Medium_classified,Acquisition_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
Silja Puranen,Sattuma: Taito 2,,graphics,,2007,,1961,,,2007
Arto Korhonen,,,graphics,,2007,,1963,,,2006
Jaakko Heikkilä,Vesi I,,,,2007,,1956,,,2005
Sirous Namazi,,,object,,2008,,1970,,,2007
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Keith Sonnier,Nimetön,,graphics,,1991,,1941,,,1981
Vitantonio Russo,Economia alla specchio,,graphics,,1991,,1932,,,
Kalervo Palsa,Sentimentaalinen päivä,,graphics,,1999,,1947,1987,,1969
Elina Brotherus,Sarjasta Suites francaises 2 (1999): Léscapade á bicyclette,,graphics,,2004,,1972,,,1999
Martti Kapanen,Voitto,,painting,,1991,,1949,,,1990
Tarja Pitkänen-Walter,Rikkoutuneita eleitä - eri valossa III,,object,,2007,,1960,,,2005
Dimitri Bulnygin,Uudet Jumalan Hullut,,photography,,2004,,1965,,,1999
Anni Leppälä,Classroom,,graphics,,2008,,1981,,,2007
Dario Brevi,Technological Vegetable,,,,1991,,1955,,,
Luciano Bartolini,nimetön,,graphics,,1991,,1948,1994,,1974
William Louis Sørensen,Transparent Work,,,,1991,,1942,,,1977
Outi Pienimäki,Kirkastuva merkityskenttä,,painting,,2004,,1959,,,2004
Elina Brotherus,Peili,,video art,,2007,,1972,,,2001
Marianna Uutinen,Nimetön,,graphics,,2007,,1961,,,1987
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Thórdís Zoëga,Alkupistettä esittävä fotostaatti,,,,1991,,1955,,,1989
Gregorio Spini,,,,,1991,,,,,
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Outi Pienimäki,Piirustuksia sarjasta Maailma koostuu ykkösestä ja nollasta; Andromeda,,graphics,,2004,,1959,,,2003
Kari Cavén,Sikotauti,,object,,2007,,1954,,,2007
Finn Sködt,"Pieni laatikko, osa Alkupiste näyttelyn installaatiota",,,,1991,,1944,,,
Tuula Närhinen,Senne,,graphics,,2005,,1967,,,2001
Marko Vuokola,Seitsemäs aalto – Uusi,,graphics,,2007,,1967,,,2007
Miklos Gaál,,,object,,2009,,1974,,,2006
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Stig Baumgartner,Yksityinen kokoelma,,painting,,2007,,1969,,,2007
Zhao Shaoruo,Markkinoiden nimeen,,,,2008,,1962,,,1996
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Jari Silomäki,Kävelen Obala Kulina Bana ja Zelenih Beretki -katujen risteyksessä Sarajevossa,,,,2014,,1975,,,2013
Alexander Petljura,"Tavaravaltakunta, Tarina 11 Kiitokset avustanne",,,,2004,,1955,,,2000
Tuija Arminen,Haaveilija,,object,,2004,,1968,,,2004
Vitantonio Russo,Economia alla specchio,,graphics,,1991,,1932,,,
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2014
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Risto Suomi,Angelus,,,,,,1951,,,1988
Kari Cavén,Työ tekijäänsä kiittää,,,,1991,,1954,,,1991
Pekka Luukkola,,,,,2010,,1968,,,2010
Steven Dixon,Perfect likeness,,video art,,1995,,1954,,,1994
Pekka Luukkola,Soutu,,,,2008,,1968,,,2006
Vitantonio Russo,Economia alla specchio,,graphics,,1991,,1932,,,
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Daniela Zattoni,Abstract No: 49,,painting,,1991,,1900,,,1986
Matti Kalkamo,Katkeran sydämen siemenet,,sculpture,,2008,,1968,,,2008
Outi Pienimäki,Piirustuksia sarjasta Muisti ja tajunta; Nemesis,,graphics,,2004,,1959,,,2003
Risto Suomi,Sinisessä hiljaisuudessa,,painting,,1993,,1951,,,1992
Hannu Väisänen,"Kaspar Hauser, Euroopan lapsi",,painting,,1991,,1951,,,1984
Perttu Saksa,Läsnäolo (verho),,,,2015,,1977,,,2015
Vitantonio Russo,Economia alla specchio,,graphics,,1991,,1932,,,
Thórdís Zoëga,Alkupistettä esittävä fotostaatti,,,,1991,,1955,,,1989
Vitantonio Russo,Economia alla specchio,,graphics,,1991,,1932,,,
Sami Lukkarinen,No. 7,,painting,,2007,,1976,,,2007
Elina Merenmies,Vierailu häkissä,,graphics,,2007,,1967,,,1991
Ville Lenkkeri,"Vera on lisännyt valokuvan sulhasestaan, joka katosi jälkiä jättämättä puolustaessaan Ukrainaa Saksan miehitysarmeijaa vastaan 1942, toisten taistelussa kuolleiden sotilaiden kuvien joukkoon Sankarien seinälle, jota hän on esitellyt museon kävijöille viimeiset 22 vuotta, Kiovassa",,new media,,2009,,1972,,,2007
Ulla Jokisalo,Minäkuva,,,,2009,,1955,,,2009
Henry Wuorila-Stenberg,Kotoa lähtö,,painting,,1994,,1949,,,1993
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2014
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kristaps Ģelzis,Viimeinen ilta,,graphics,,1992,,1962,,,1989
Hannaleena Heiska,,,,,2011,,1973,,,2010
Anni Leppälä,With Flora (Portrait of an Ancestor),,graphics,,2008,,1981,,,2008
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1968
Pinar Yolacan,Nimetön PYP1.19,,,,2008,,1981,,,2002
Anni Leppälä,Autumn,,graphics,,2008,,1981,,,2007
Katja Tukiainen,Vatikaani,,painting,,2008,,1969,,,2008
Kalervo Palsa,nimetön (maisema) ; luonnos,,graphics,,1999,,1947,1987,,
Jouko Lehtola,"VW Passat 1,9 TDI 4x4 diesel Variant, '01 sarjasta Kolaroidut autot",,graphics,,2012,,1963,2010,,2003
Ulla Jokisalo,Noema,,object,,2009,,1955,,,2009
Maiju Salmenkivi,Tähtisade,,painting,,2009,,1972,,,2008
Kari Cavén,"Pallo, pallo, pallo...",,,,2010,,1954,,,2010
Andrew Putter,Afrikkalaista vieraanvaraisuutta -sarjasta: Lydia Logie,,graphics,,2012,,1965,,,2009
Rotimi Fani-Kayode,Nimetön,,,,2012,,1955,1989,,1987
Riiko Sakkinen,Tosi patriootti vihaa spaghettia,,,,2010,,1976,,,
Ville Lenkkeri,"Remi katsoo kuolinnaamiota, ainoaa säilynyttä kuvaa isoisoäidistään, Pariisi",,new media,,2009,,1972,,,2006
Ulla Jokisalo,Sokea piste,,,,2009,,1955,,,2009
Kari Soinio,,,,,2009,,1962,,,2009
Pinar Yolacan,Nimetön PYP10.19,,,,2008,,1981,,,2004
Dara Birnbaum,Teknologia / Muutos: Ihmenainen,,video art,,,,1946,,,1978
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Riiko Sakkinen,,,graphics,,2010,,1976,,,2006
Zhao Shaoruo,Työväenluokan diktatuurin nimeen,,,,2008,,1962,,,1996
Anni Leppälä,Tea Table (Mid-Victorian Time),,object,,2008,,1981,,,2008
Ahmet Ögut,Yhden huivin aktio,,graphics,,2009,,1981,,,2008
Leena Luostarinen,Piirustus,,graphics,,2009,,1949,2013,,1988
Ville Lenkkeri,"Nuoret miehet Oleg ja Slava, joista on tullut veljekset orpokodissa, ovat päättäneet olla eroamatta vaikka maailma koettelisi miten, jatkavat yhteistä elämäänsä nyt puna-armeijan laivaston akatemiassa, Kalingradissa",,new media,,2009,,1972,,,2006
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Kalervo Palsa,nimetön (omakuva) ; luonnos,,graphics,,1999,,1947,1987,,
Pertti Kekarainen,TILA (Passage VII),,graphics,,2008,,1965,,,2008
Ahmet Ögut,Polkupyöräaktio,,graphics,,2009,,1981,,,2008
Outi Heiskanen,Asukki,,graphics,,,,1937,,,1983
Santeri Tuori,Metsä (punertava 1); Metsä (punertava 2),,video art,,2009,,1970,,,2009
Markus Lampinen,Raahaus 3,,graphics,,2011,,1977,,,2006
Kristian Krokfors,Lasitalo I,,painting,,2003,,1952,,,1987
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,1969
Outi Heiskanen,Hirviön kesyttäjä,,graphics,,2003,,1937,,,1978
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Ola Kolehmainen,,,,,2008,,1964,,,2006
Kalervo Palsa,nimetön,,painting,,1999,,1947,1987,,1972
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Ville Löppönen,,,graphics,,2009,,1980,,,2008
Irina Zatulovskaja,,,,,2009,,1954,,,1988
Kalervo Palsa,nimetön ; nimetön (kaksipuolinen) ; luonnos,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1968
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1969
Eeva-Mari Haikala,,,video art,,2010,,1974,,,2009
Andrew Putter,Afrikkalaista vieraanvaraisuutta -sarjasta: Joao the Portuguese,,graphics,,2012,,1965,,,2009
Aarne Jämsä,Kyyti,,object,,2004,,1956,,,1999
Riiko Sakkinen,Eläinten oikeudet vahingoittavat talouttamme,,graphics,,2007,,1976,,,2007
Riiko Sakkinen,Haluatko tienata vähän rahaa? Ei ongelmia,,graphics,,2007,,1976,,,2005
Oliver Godow,,,,,2011,,1970,,,2005
Jorma Puranen,,,graphics,,2009,,1951,,,2007
Jouko Lehtola,"BMV 33OD Sedan, '01 sarjasta Kolaroidut autot",,graphics,,2012,,1963,2010,,2003
Kaari Martikainen,Kaari ja George,,painting,,2010,,1959,,,2008
Niko Luoma,,,graphics,,2008,,1970,,,2004
Anni Leppälä,Rooms: Girl in a Museum,,graphics,,2008,,1981,,,2007
Hannu Karjalainen,Mies vaaleansinisessä paidassa,,graphics,,2009,,1978,,,2008
Markus Heikkerö,Maestro,,,,2013,,1952,,,1969
Rotimi Fani-Kayode,,,graphics,,2012,,1955,1989,,1989
Kari Yli-Annala,Oma elämä (pitkä huominen),,video art,,2009,,1965,,,2008
Anne Tamminen,Silmäys,,graphics,,2011,,1973,,,2009
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Markus Copper,Estonia,,object,,2008,,1968,2019,,2006
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Riiko Sakkinen,Russian Mail-Order Wife Olga,,graphics,,2010,,1976,,,2008
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Ville Löppönen,,,graphics,,2009,,1980,,,2008
Kalervo Palsa,Hymyilevä kuolema,,graphics,,1999,,1947,1987,,1968
Marja Kanervo,Raja IV,,,,2009,,1958,,,2002
Riiko Sakkinen,Vastinetta rahoille ja alemmat verot,,graphics,,2007,,1976,,,2005
Anni Leppälä,Last Autumn,,graphics,,2008,,1981,,,2008
Kalervo Palsa,nimetön ; nimetön (kaksipuolinen teos),,graphics,,1999,,1947,1987,,
Manno Kalliomäki,Arteologiset löydökset,,object,,2009,,1948,2005,,1995
Vitantonio Russo,Economic Art,,graphics,,2008,,1932,,,2007
Riiko Sakkinen,,,graphics,,2010,,1976,,,2008
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Shoji Kato,,,graphics,,2009,,1969,,,2009
Sanna Kannisto,,,object,,2011,,1974,,,2001
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2014
Kalervo Palsa,nimetön ; luonnos (kaksipuolinen),,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Riiko Sakkinen,,,graphics,,2010,,1976,,,2009
Ola Kolehmainen,,,,,2009,,1964,,,2008
Kaari Martikainen,Teemasta Itkijänainen,,painting,,2010,,1959,,,1980
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2014
Andrew Putter,Afrikkalaista vieraanvaraisuutta -sarjasta: Frances Hosea,,graphics,,2012,,1965,,,2009
Anni Leppälä,Garden,,graphics,,2008,,1981,,,2007
Tiina Mielonen,La Perla,,,,2009,,1974,,,2009
Sauli Sirviö,,,,,2020,,,,,2020
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2014
Hannu Väisänen,Tuonelan joutsen,,graphics,,2009,,1951,,,1973
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Jouko Lehtola,Ville sarjasta Merkitty iho,,graphics,,2012,,1963,2010,,1999
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Markus Heikkerö,Kesäpäivä Kangasalla,,,,2013,,1952,,,1969
Timo Heino,Kietoutumia,,graphics,,2009,,1962,,,2009
Kaari Martikainen,Tuhatkauno,,,,2010,,1959,,,1988
Raili Tang,Äänivalli murtuu,,painting,,2008,,1950,,,2007
Anni Leppälä,Rooms: Interior,,object,,2008,,1981,,,2008
Anu Tuominen,Miehen mitta,,,,2009,,1961,,,2009
Denise Grünstein,,,graphics,,2010,,1950,,,2005
Kari Cavén,Ympyrä,,object,,2009,,1954,,,1983
Juha van Ingen,,,video art,,2008,,1963,,,2008
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Ulla Jokisalo,"Marjatta, Näkökulma III",,,,2009,,1955,,,2008
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1969
Aarne Jämsä,Aarne ja Arja,,graphics,,2004,,1956,,,1998
Ville Löppönen,,,graphics,,2009,,1980,,,2008
Marja Kanervo,Valopöytä,,installation,,2008,,1958,,,2003
Teemu Saukkonen,Silmän synty,,painting,,2009,,1954,,,1988
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Katri Kuparinen,Elävöitys (silmäpelejä ja sormileikkejä),,graphics,,2011,,1973,,,2006
Aarne Jämsä,Sydän,,object,,2004,,1956,,,1999
Jouko Lehtola,Tommi sarjasta Merkitty iho,,,,2012,,1963,2010,,1999
Anni Leppälä,Living room,,object,,2008,,1981,,,2008
Kalervo Palsa,Lili Marleen ; luonnos,,graphics,,1999,,1947,1987,,1985
Markus Heikkerö,Ali saa harkitun käskyn Punaisellamerellä (Omakuva),,,,2013,,1952,,,1970
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Kasper Muttonen,Hiekkahuone,,sculpture,,2018,,1979,,,2012
Aarne Jämsä,Siemen,,object,,2004,,1956,,,1999
Kaari Martikainen,"Muistinsa menettäneen muistelmat ""Satien mukaan""",,,,2010,,1959,,,2002
Sanna Kannisto,,,object,,2011,,1974,,,2010
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Anssi Kasitonni,Kylän suurin kypärä ja letku letkeä,,installation,,2009,,1978,,,2009
Jouko Lehtola,Miika ja kaverit sarjasta Merkitty iho,,object,,2012,,1963,2010,,1999
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Markus Heikkerö,Monivulvainen nainen,,painting,,2013,,1952,,,1971
Elina Merenmies,Aave,,painting,,2018,,1967,,,2006
Markus Lampinen,Raahaus 2,,graphics,,2011,,1977,,,2006
Ville Lenkkeri,"Misha, joka on allekirjoittanut kahden vuoden sopimuksen ilman lomia kaukana perheestään, koska kotipaikkakunnalla ei ole ollut mahdollista saada työtä vuosiin, ja jonka tytär oli hiljattain sairastunut ja tarvitsee kallista lääkehoitoa, Pyramidenissa",,new media,,2009,,1972,,,2006
Kalervo Palsa,Iitan Onni,,graphics,,1999,,1947,1987,,1967
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Araya Rasdjarmrearnsook,,,video art,,2007,,1957,,,2002
Jorma Puranen,,,graphics,,2009,,1951,,,2008
Anne Tamminen,Poissa,,graphics,,2011,,1973,,,2009
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
John Baldessari,Baldessari Sings Lewitt,,video art,,1991,,1931,,,1972
Irina Zatulovskaja,,,,,2009,,1954,,,1988
Jouko Lehtola,Tommi sarjasta Merkitty iho,,,,2012,,1963,2010,,1999
Aarne Jämsä,Kuori,,sculpture,,2004,,1956,,,1999
Kalervo Palsa,nimetön ; luonnos/keskeneräinen,,graphics,,1999,,1947,1987,,
Eeva-Mari Haikala,Tableaux Vivants (Savuke),,video art,,2010,,1974,,,2006
Rotimi Fani-Kayode,,,graphics,,2012,,1955,1989,,1989
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Anni Leppälä,Untitled,,graphics,,2008,,1981,,,2007
Pinar Yolacan,Nimetön PYP5.19,,,,2008,,1981,,,2003
Pinar Yolacan,Nimetön PYP7.19,,,,2008,,1981,,,2001
Pekka Sassi,Yksinäinen talo mäen päällä / garage ooppera,,graphics,,2010,,1969,,,2009
Henry Wuorila-Stenberg,Profeetta,,graphics,,2018,,1949,,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Anne Tamminen,Tyhjyys,,object,,2011,,1973,,,2010
Kalervo Palsa,nimetön (maisema),,graphics,,1999,,1947,1987,,
Tarmo Paunu,Sadetanssi,,painting,,2018,,1971,,,2006
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2014
Jouko Lehtola,Sanna sarjasta Merkitty iho,,graphics,,2012,,1963,2010,,1999
Hannu Karjalainen,Sinipaitainen mies,,video art,,2008,,1978,,,2006
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,1970
Markus Heikkerö,Naisen vartija,,,,2013,,1952,,,1970
Rotimi Fani-Kayode,,,graphics,,2012,,1955,1989,,1987
Vitantonio Russo,,,graphics,,2008,,1932,,,2007
Chiharu Shiota,Zustand des Seins,,object,,2009,,1972,,,2008
Ulrika Wärmling,,,,,2007,,1970,,,2003
Hannu Karjalainen,Nainen vaaleanpunaisessa mekossa,,graphics,,2009,,1978,,,2008
Markus Heikkerö,Peilitaivas,,painting,,2013,,1952,,,1969
Vitantonio Russo,Added Value,,graphics,,2008,,1932,,,2008
Ville Löppönen,,,graphics,,2009,,1980,,,2008
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Donata Minderytė,,,painting,,2018,,1991,,,2017
Oliver Godow,,,graphics,,2011,,1970,,,2009
Donata Minderytė,,,painting,,2018,,1991,,,2016
Eeva-Mari Haikala,Tableaux Vivants (Annen keittiö),,video art,,2010,,1974,,,2006
Kaari Martikainen,Ritarikannus II,,,,2010,,1959,,,1988
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Ahmet Ögut,Moottoripyöräaktio,,graphics,,2009,,1981,,,2008
Jouko Lehtola,Sanna sarjasta Merkitty iho,,graphics,,2012,,1963,2010,,1999
Kalervo Palsa,Korppi,,graphics,,1999,,1947,1987,,1969
Kalervo Palsa,Kesäinen maisema,,graphics,,1999,,1947,1987,,
Olli Piippo,Murhaajat,,painting,,2018,,1980,,,2010
Anni Leppälä,Museum curtains,,graphics,,2008,,1981,,,2007
Riiko Sakkinen,,,graphics,,2010,,1976,,,2009
Kaari Martikainen,"Muistinsa menettäneen muistelmat ""Satien mukaan""",,painting,,2010,,1959,,,2002
,,,video art,,2009,,,,,2008
Sara Toivonen,Kaivo,,painting,,2009,,1975,,,2008
Aurora Reinhard,Miksi olen taidemallina (omakuva),,graphics,,2008,,1975,,,2006
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Riiko Sakkinen,,,object,,2009,,1976,,,2007
Eeva-Mari Haikala,Tableaux Vivants (Punainen hame),,video art,,2010,,1974,,,2006
Markus Lampinen,Raahaus,,graphics,,2011,,1977,,,2006
Aarne Jämsä,Luumu,,object,,2004,,1956,,,1999
Jouko Lehtola,Kalervo sarjasta Merkitty iho,,graphics,,2012,,1963,2010,,1999
Lena Séraphin,Kello & kulta,,video art,,2008,,1962,,,2007
Rotimi Fani-Kayode,Ei mitään hävittävää VII,,,,2012,,1955,1989,,1989
Chiharu Shiota,,,object,,2009,,1972,,,2008
Kalervo Palsa,nimetön ; luonnos,,graphics,,1999,,1947,1987,,
Juha Mäki-Jussila,Yöjuna,,video art,,2010,,1967,,,
Ville Löppönen,Down,,painting,,2009,,1980,,,2008
Kerttu Horila,sarjasta Naisten huoneet,,graphics,,2000,,1946,,,1999
Irina Zatulovskaja,,,,,2009,,1954,,,1988
Kalervo Palsa,nimetön,,graphics,,1999,,1947,1987,,
Sakari Marila,Viimeinen tuomio,,graphics,,,,1945,,,1972
Minnamari Toukola,Onnenonkija,,graphics,,2018,,1982,,,2009
Anni Leppälä,Being there,,graphics,,2008,,1981,,,2007
Kari Soinio,,,,,2009,,1962,,,2009
Markus Heikkerö,Maisemamaalaus,,,,2013,,1952,,,1970
Janne Nabb,Sisällysluettelo,,graphics,,2012,,1984,,,2011
Tiitus Petäjäniemi,Arvostelija,,painting,,2018,,1983,,,2013
Jussi Goman,,,,,2011,,1980,,,2010
Tiitus Petäjäniemi,Vauvamies,,painting,,2018,,1983,,,2013
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Inga Meldere,,,painting,,2011,,1979,,,2010
Denise Ziegler,Huonekasvien retkipäivä,,,,2011,,1965,,,2010
Joakim Eskildsen,"Kaapeliauto, Nea Zoi, Romanimatkat - Kreikka",,graphics,,2010,,1971,,,2002
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Adam Zaretsky,,,,,2010,,1968,,,2010
Jyrki Riekki,Olette verraton hyvä herra,,graphics,,2020,,1976,,,2003
Jouko Lehtola,Palanut pensas sarjasta Maisemat,,,,2012,,1963,2010,,2002
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Riiko Sakkinen,Söpöys,,graphics,,2007,,1976,,,2007
Janne Laine,Ennen sanoja II,,object,,2010,,1970,,,2010
Janne Nabb,Sisällysluettelo,,graphics,,2012,,1984,,,2011
Anna Retulainen,Odotus,,painting,,2011,,1969,,,2000
Joakim Eskildsen,"Tie Mironuun, Romanimatkat- Romania",,graphics,,2010,,1971,,,2002
Olav Christopher Jenssen,,,graphics,,2010,,1954,,,1999
Eeva-Mari Haikala,Tableaux Vivants (Hedelmät),,video art,,2010,,1974,,,2006
Leonhard Lapin,Suprematistinen tuoli,,object,,2011,,1947,,,1984
Joakim Eskildsen,"Hääkuva, Tirnaveni, Romanimatkat - Romania",,graphics,,2010,,1971,,,2002
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Joakim Eskildsen,"St. Jacques VIII, St. Jacques, Perpignan, Romanimatkat - Ranska",,graphics,,2010,,1971,,,2004
Brad Downey,Arvet,,painting,,2014,,,,,2012
Saara Ekström,,,,,2011,,1965,,,2011
Marjaana Kella,Sarjasta Hypnoosi,,,,2010,,1961,,,2001
Mikko Kallio,Nimetön,,graphics,,2014,,1971,,,2013
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Janne Nabb,Sisällysluettelo,,graphics,,2012,,1984,,,2011
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Arto Nurro,Ju-ju,,graphics,,2010,,1971,,,2009
Kalervo Palsa,Historiallinen kohtaaminen,,object,,1999,,1947,1987,,1969
Markus Heikkerö,Storyboard animaatioelokuvaan,,,,2013,,1952,,,1969
Hilda Kozári,Vähemmistöpöytä,,graphics,,2009,,1964,,,2009
Arto Nurro,,,graphics,,2010,,1971,,,2009
Tuukka Kaila,,,,,2004,,1975,,,2003
Markus Heikkerö,Nuorison aamurusko,,painting,,2013,,1952,,,1968
Joakim Eskildsen,"St. Jacques IV, St. Jacques, Perpignan, Romanimatkat - Ranska",,graphics,,2010,,1971,,,2004
Kaari Martikainen,,,,,2010,,1959,,,2008
Luke Turner,,,video art,,2017,,1982,,,2017
Olli Marttila,Kasvoja,,graphics,,2018,,1948,,,2008
Joakim Eskildsen,"Pitkät Palmikot, Tirnaveni, Romanimatkat - Romania",,graphics,,2010,,1971,,,2002
Joakim Eskildsen,"Saintes-Maries-de-la-Mer II, Romanimatkat - Ranska",,graphics,,2010,,1971,,,2004
Janne Nabb,Sisällysluettelo,,graphics,,2012,,1984,,,2011
Anne Tamminen,Yhdistävä tekijä,,graphics,,2011,,1973,,,2010
Markus Heikkerö,Eros ja Thanatos,,,,2013,,1952,,,1970
Janne Nabb,Sisällysluettelo,,graphics,,2012,,1984,,,2011
Olav Christopher Jenssen,,,graphics,,2010,,1954,,,1990
Tiina Mielonen,Puu,,painting,,2010,,1974,,,2009
Kim Somervuori,Taiteilijan omakuva nuorena hylkiönä,,,,2018,,1975,,,2014
Susanna Majuri,,,,,2020,,1978,2020,,2015
Rauha Mäkilä,,,painting,,2010,,1980,,,2009
Joakim Eskildsen,"Pyhä lehmä, Jaipur, Romanimatkat - Intia",,graphics,,2010,,1971,,,2001
Tiina Ketara,Halaus,,object,,2010,,1965,,,2009
Inga Meldere,,,painting,,2011,,1979,,,2010
Jani Hänninen,OXO,,graphics,,2011,,1974,,,2010
Samppa Törmälehto,Tunkeutuja,,painting,,2018,,1977,,,2010
Petteri Nisunen,Levitaatio,,graphics,,2012,,1962,,,2012
Mikko Kallio,Puumies,,graphics,,2014,,1971,,,2013
Matti Laurell,"Kierrevieterikone, 19xx toisen maailman sodan jälkeen",,object,,2011,,1918,2006,,
Lotta Ingman,Annabelle,,painting,,2010,,1978,,,2010
Pekka Luukkola,,,,,2013,,1968,,,2010
Inga Meldere,,,painting,,2011,,1979,,,2010
Marko Lampisuo,Seurauksia sarjasta Syysilta,,object,,2010,,1970,,,2000
Tuukka Kaila,,,graphics,,2004,,1975,,,2003
Markus Heikkerö,Sadesää,,painting,,2013,,1952,,,1968
Eeva Tiisala,Peitelty,,graphics,,2018,,1952,,,2001
Markus Heikkerö,Storyboard animaatioelokuvaan,,,,2013,,1952,,,1969
Tiina Vainio,"Sarjasta ""Toscanan rikkaruohot""",,graphics,,2007,,1960,,,2007
Kaari Martikainen,Teemasta Itkijänainen,,painting,,2010,,1959,,,1990
Denise Grünstein,,,graphics,,2010,,1950,,,2005
Henry Wuorila-Stenberg,Omakuva,,painting,,2018,,1949,,,2001
Henry Wuorila-Stenberg,Maria Egyptiläinen,,painting,,2011,,1949,,,2009
Arto Nurro,,,graphics,,2010,,1971,,,2009
Janne Laine,Ennen sanoja IV,,object,,2010,,1970,,,2010
Markus Heikkerö,Oliot,,painting,,2013,,1952,,,1968
Tuukka Kaila,,,graphics,,2004,,1975,,,2003
Janne Nabb,Sisällysluettelo,,graphics,,2012,,1984,,,2011
Soili Talja,Muodonmuutos,,graphics,,2015,,,,,2010
Markus Heikkerö,Storyboard animaatioelokuvaan,,,,2013,,1952,,,1969
Kaisu Koivisto,Linna,,object,,2010,,1962,,,2000
Janne Nabb,Sisällysluettelo,,graphics,,2012,,1984,,,2011
