Artist,Title,Medium,Year_acquisition
Anónimo,Vigo. Vista general desde la estación (Vigo. General View from the Station),Photography,2005
Anónimo,Barcelona. Sucesos de julio 1909 (Barcelona. Incidents of July 1909),Photography,2019
Anónimo,Pablo Picasso - No Title,Photography,2005
Anónimo,Pablo Picasso - Drawing,Photography,2005
Anónimo,Pablo Picasso - Sculpture,Photography,2005
Anónimo,Marius de Zayas: Alfred Stieglitz (ca. 1912),Photography,2005
Anónimo,Pablo Picasso - Sculpture,Photography,2005
Anónimo,Pablo Picasso - Woman with Mandolin,Photography,2005
Anónimo,Francis Picabia: Star-Dancer on Board a Transatlantic Steamer,Photography,2005
Anónimo,"Marius de Zayas: Mrs. Eugene Meyer, Jr.",Photography,2005
Anónimo,Marius de Zayas: Two Friends,Photography,2005
Anónimo,Marius de Zayas: Theodore Roosevelt,Photography,2005
Anónimo,Marius de Zayas: Paul B. Haviland,Photography,2005
Anónimo,Marius de Zayas: Francis Picabia,Photography,2005
Anónimo,Freixenet. S. Sadurní de Noya,Graphic art,2019
Anónimo,"Members of La Barraca Setting up the Stage for the Production of “The Vigilant Sentinel” by Miguel de Cervantes (Almazán, Soria)","Photography, Theatre",2012
Anónimo,"Federico García Lorca. Huerta de San Vicente, Granada","Photography, Theatre",2012
Anónimo,"Production by La Barraca of the Auto Sacramental “Life is a Dream” by Calderón de la Barca, with Sets by Benjamin Palencia, at the Universidad Central de Madrid","Photography, Theatre",2012
Anónimo,"Members of La Barraca Setting up the Stage for the Production of “The Vigilant Sentinel” by Miguel de Cervantes (Almazán, Soria)","Photography, Theatre",2012
Anónimo,"La Barraca. Scene from the Auto Sacramental “Life is a Dream” by Calderón de la Barca, with Sets by Benjamín Palencia","Photography, Theatre",2012
Anónimo,"Arturo Sáenz de Tejada in the Role of ""Fire"" for La Barraca´s Production of the Auto Sacramental ""Life is a Dream"" by Calderón de la Barca, with Sets by Benjamin Palencia","Photography, Theatre",2012
Anónimo,"Federico García Lorca in the Role of ""Shadow"" for La Barraca's Production of the Auto Sacramental ""Life is a Dream"" by Calderón de la Barca, with Sets by Benjamin Palencia","Photography, Theatre",2012
Anónimo,"Federico García Lorca in the Role of ""Shadow"" for La Barraca's Production of the Auto Sacramental ""Life is a Dream"" by Calderón de la Barca, with Sets by Benjamin Palencia","Photography, Theatre",2012
Anónimo,"Stage Set Up by Members of the La Barraca Theatre Company for the Performance of “The Careful Guard”, by Miguel de Cervantes (Almazán, Soria)","Photography, Theatre",2012
Anónimo,"La Barraca Theatre Company. A Scene, with Benjamín Palencia’s Set Design, of the ""Dispute of Four Elements"" from Auto Sacramental “Life Is a Dream”, by Calderón de la Barca","Photography, Theatre",2012
Anónimo,"Diego Marín in La Barraca’s Performance of “The Careful Guard”, by Miguel de Cervantes (Almazán, Soria)","Photography, Theatre",2012
Anónimo,"Federico García Lorca in the Role of ""Shadow"" for La Barraca's Performance of Auto Sacramental “Life Is a Dream”, by Calderón de la Barca, with Benjamín Palencia’s Set Design","Theatre, Photography",2012
Anónimo,Eduardo Ugarte and Federico García Lorca on one of La Barraca’s Trips,"Documents, Documentary record",2012
Anónimo,Camión de montaje de La Barraca (La Barraca's Stage Equipment Lorry),Photography,2012
Anónimo,"Federico García Lorca Reading a Text before La Barraca's Production of “The Vigilant Sentinel” by Miguel de Cervantes (Almazán, Soria)","Theatre, Photography",2012
Anónimo,"La Barraca. Scene from the Auto Sacramental “Life is a Dream” by Calderón de la Barca, with Sets by Benjamín Palencia","Theatre, Photography",2012
Anónimo,"María del Carmen García Lasgoity, Federico García Lorca, Isabel García Lorca and Jacinto Higueras (Santander)","Photography, Theatre",2012
Anónimo,Componentes de La Barraca (Members of La Barraca),"Theatre, Photography",2012
Anónimo,"Traje masculino castellano «paleto», para la obra escénica «La Romería de los Cornudos» (Spanish ""Yokel"" Men's Suit for the Play ""The Pilgrimage of Cuckolds"")",Modern dance,2012
Anónimo,Equipo de Misiones Pedagógicas trabajando en Puebla de Sanabria (The Pedagogical Missions Team Working in Puebla de Sanabria),"Photography, Theatre",2012
Anónimo,Público durante una representación teatral. Misiones Pedagógicas (Audience During a Theatrical Performance. Pedagogical Missions),"Theatre, Photography",2012
Anónimo,Representación teatral. Misiones Pedagógicas (Theatrical Production. Pedagogical Missions),"Theatre, Photography",2012
Anónimo,Montaje de escenario. Misiones Pedagógicas (Setting up the Stage. Pedagogical Missions),"Theatre, Photography",2012
Anónimo,Sigue adelante... Jantzen 1935 (Carry on... Jantzen 1935),Graphic art,2019
Anónimo,Atlantic Style. Trois en un (Atlantic Style. Three in One),Photography,2019
Anónimo,"La Barraca’s Performance of “The Gentleman of Olmedo”, by Lope de Vega, with José Caballero’s Set Design","Photography, Theatre",2012
Anónimo,Cartel Guerra Civil (Civil War Poster),"Work on paper, Drawing",2009
Anónimo,Cartel Guerra Civil (Civil War Poster),"Work on paper, Drawing",2009
Anónimo,Mujer con rifle patrullando las calles de Barcelona (Woman with Rifle Patrolling the Streets of Barcelona),Photography,2009
Anónimo,Mujeres soldados (Female Soldiers),Photography,2009
Anónimo,Civil War Wedding,Photography,2009
Anónimo,"Sorrow of War Stamped in These Features, Barcelona",Photography,2009
Anónimo,"Enfermeras de la Cruz Roja durante la Guerra Civil, Barcelona (Red Cross Nurses During the Spanish Civil War, Barcelona)",Photography,2009
Anónimo,Milicianas (Militiawomen),Photography,2009
Anónimo,Republicanos en Somosierra (Republicans in Somosierra),Photography,2009
Anónimo,Women at the Siege of Toledo's Alcázar,Photography,2009
Anónimo,Ayuda a los hospitales de sangre (Help the Field Hospitals),Graphic art,2009
Anónimo,Ayuda a los hospitales de sangre (Help the Field Hospitals),Graphic art,2009
Anónimo,"La Barraca’s Performance of “Fuenteovejuna”, by Lope de Vega (Ciudad Real)","Photography, Theatre",2012
Anónimo,"La Barraca’s Performance of “Fuenteovejuna”, by Lope de Vega (Ciudad Real)","Photography, Theatre",2012
Anónimo,Auca de Queipo de Llano (Queipo de Llano's Hallelujahs),Graphic art,2009
Anónimo,Mujer con rifle en la defensa de Barcelona (Woman with Rifle Defending Barcelona),Photography,2009
Anónimo,American Nurses Welcomed in Spain,Photography,2009
Anónimo,¡La España democrática te necesita! !Alistate en las milicias populares antifascistas! (Democratic Spain Needs You! Enlist with the People’s Anti-Fascist Militias!),Graphic art,2009
Anónimo,Ejército del pueblo. Revista ilustrada de la guerra. Portavoz del ejército popular regular (People’s Army. Illustrated Magazine on the War. Spokesperson of the People’s Regular Army),Graphic art,2009
Anónimo,"Ferroviarios, arrollemos al fascio (Railroad Workers, Steamroll Fascism)",Graphic art,2009
Anónimo,"Campo de concentración de españoles en Gurs, Francia (Concentration Camp for Spaniards in Gurs, France)",Photography,2008
Anónimo,"Campo de concentración de españoles en Gurs, Francia (Concentration Camp for Spaniards in Gurs, France)",Photography,2008
Anónimo,La Dama Enfermera (Lady Nurse),Graphic art,2009
Anónimo,"Campo de concentración de españoles en Gurs, Francia (Concentration Camp for Spaniards in Gurs, France)",Photography,2008
Anónimo,"Cartel de la exposición «España Libre, Esposizone d'arte Spagnola Contemporanea» (Exhibition Poster ""España Libre, Esposizone d'arte Spagnola Contemporanea"")",Graphic art,2018
Ant Farm,Cadillac Ranch Show,Video,2007
Eleanor Antin,Representational Painting,"Video, Performance",2007
Eleanor Antin,The Ballerina and the Bum,Video,2008
Leonor Antunes,Discrepancies with T.P.,"Sculpture, Installation",2012
Anzo (José Iranzo),Aislamiento (Isolation),Graphic art,2013
Anzo (José Iranzo),Aislamiento 70 (Isolation 70),Painting,1988
Gerardo Aparicio Yagüe,Casa pilosa (Hirsute House),Sculpture,1994
Ibon Aranberri,Política hidráulica (Water Policy),"Installation, Photography",2011
Luis Araquistáin,¿Qué es España? (What is Spain?),Film,2012
Vasco Araújo,O Jardim (The Garden),Video,2006
Arbeiterfotografie Köln,Serie Spielen Verboten (BIB Ausstellung) (Playing Forbidden Series [Exhibition BIB]),Photography,2015
Arbeiterfotografie Köln,Zur Geschichte der Arbeiterfotografie (On the History of Arbeiterfotografie [Worker Photography]),Photography,2015
Arbeiterfotografie Köln,Serie Arbeiterfotografen (Worker Photographers Series),Photography,2015
Arbeiterfotografie Köln,Stadtplanung für wen? (BINA Ausstellung) (Town Planning for Whom? [Exhibition BINA]),Photography,2015
Diane Arbus,"A Flower Girl at a Wedding, Connecticut",Photography,2003
Diane Arbus,Two Ladies at the Automat N.Y.C.,Photography,2003
Diane Arbus,"Girl in a Shiny Dress, New York 1967",Photography,2003
Rafael Argelés Escriche,Cristo en el sepulcro (Christ in the Tomb),Painting,1988
Alain Arias-Misson,A Madrid (To Madrid),"Work on paper, Collage",2010
Antoni Arissa,No Title,Photography,2011
Antoni Arissa,No Title,Photography,2011
Antoni Arissa,No Title,Photography,2011
Antoni Arissa,No Title,Photography,2011
Antoni Arissa,Marinero (Sailor),Photography,2011
Pilar de Arístegui Petit,"Moros y cristianos (Chimayó, New México) (Moors and Christians [Chimayó, New México])",Painting,1988
Arman (Armand Pierre Fernández),Le cerveau éléctronique (Acumulation de machines) (Electronic Brain [Machine Accumulation]),Sculpture,2010
Carmen Arozena Rodríguez,El linchado (Lynched),Graphic art,1988
Jean Arp,Objets placés selon les lois du hasard (Objects Placed According to the Laws of Chance),Sculpture,1990
Eduardo Arranz-Bravo,Can-Can,Painting,1988
Adolpho Arrietta,Les intrigues de Sylvie Cousky,Film,2012
Adolpho Arrietta,Tam-tam,Film,2012
Eduardo Arroyo,Los cuatro dictadores (The Four Dictators),Painting,1990
Eduardo Arroyo,Vivre et laisser mourir ou la fin tragique de Marcel Duchamp (Live and Let Die or the Tragic End of Marcel Duchamp),Painting,2013
Eduardo Arroyo,España te miró (Spain Watched You),Painting,2005
Eduardo Arroyo,"Oui oui, nous rentrerons dans le Marché Commun (Yes Yes, We Will Join the Common Market)",Painting,2005
Eduardo Arroyo,Le jour où j'ai rencontré mon premier amour (The Day I Met My First Love),Painting,2012
Eduardo Arroyo,Ronda de noche con porras (Night Watch with Batons),Painting,2021
Eduardo Arroyo,Toute la ville en parle. Le chat noir (The Whole City Is Talking About It. The Black Cat),Painting,1988
Eduardo Arroyo,Madrid-Paris-Madrid,Painting,1988
Eduardo Arroyo,Madrid-Paris-Madrid,Painting,1988
Eduardo Arroyo,Carmen Amaya frit des sardines au Waldorf Astoria (Carmen Amaya Fries Sardines at the Waldorf Astoria),Painting,1997
Eduardo Arroyo,Gatos y perros (Cats and Dogs),Painting,1990
Eduardo Arroyo,Rashomon,Painting,2001
Aurelio Arteta,Náufragos (Shipwrecked Men),Painting,1988
Aurelio Arteta,Bañistas (Bathers),Painting,1988
Francisco Artigau Segui,El collar (Burguesía) (The Necklace [Bourgeoisie]),Graphic art,2010
Francisco Artigau Segui,El mingitorio del Liceu (El mayordomo) (Liceu's urinal [The Butler]),Graphic art,2010
Juan Asensio,Sin título (Untitled),Sculpture,2007
Oreet Ashery,The World is Flooding,,2017
Elena Asins,Sin título (Untitled),"Work on paper, Collage, Work on paper, Drawing",2018
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2018
Elena Asins,Sin título (Composición geométrica) (Untitled [Geometric Composition]),Painting,2019
Elena Asins,Sin título (Untitled),Painting,2019
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2011
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2011
Elena Asins,Sin título (Untitled),"Work on paper, Collage",2011
Elena Asins,Sin título (Untitled),Sculpture,2011
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2011
Elena Asins,Sin título (Untitled),"Work on paper, Collage",2011
Elena Asins,Sin título (Untitled),"Work on paper, Collage",2011
Elena Asins,Sin título (Untitled),"Work on paper, Collage",2011
Elena Asins,Sin título (NEGRO) (Untitled [BLACK]),"Work on paper, Drawing",2018
Elena Asins,Sin título (ÁRBOL) (Untitled [TREE]),"Work on paper, Drawing",2018
Elena Asins,Sin título (CIRCUNFERENCIA) (Untitled [CIRCUMFERENCE]),"Work on paper, Drawing",2018
Elena Asins,Sin título (0 y 1) (Untitled [0 and 1]),"Work on paper, Collage",2018
Elena Asins,Estructuras ópticas (Optical Structures),"Work on paper, Drawing",2018
Elena Asins,Sin título (CIRCUNFERENCIA) (Untitled [CIRCUMFERENCE]),"Work on paper, Drawing",2018
Elena Asins,Sin título (Blumen),"Work on paper, Collage",2018
Elena Asins,Poema circular (una película...) (Circular Poem [A Film...]),"Work on paper, Drawing",2019
Elena Asins,Estructuras en expansión (Expanding Structures),,2009
Elena Asins,Estructuras en expansión (Expanding Structures),,2009
Elena Asins,Strukturen KV 48 (Structures KV 48),"Work on paper, Drawing",2009
Elena Asins,Strukturen KV 49 (Structures KV 49),"Work on paper, Drawing",2009
Elena Asins,Strukturen A3 (Structures A3),"Work on paper, Drawing",2009
Elena Asins,Strukturen KV 41 (Structures KV 41),,2021
Elena Asins,Strukturen KV 60 (Structures KV 60),,2009
Elena Asins,Strukturen KV 38 (Structures KV 38),,2021
Elena Asins,Strukturen KV 39 (Structures KV 39),,2009
Elena Asins,Strukturen KV 52 (Structures KV 52),"Work on paper, Drawing",2009
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2009
Elena Asins,Sin título (Untitled),,2009
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2009
Elena Asins,Strukturen A2 (Structures A2),"Work on paper, Drawing",2009
Elena Asins,Strukturen KV 46 (Structures KV 46),"Work on paper, Drawing",2021
Elena Asins,Sin título (Untitled),,2021
Elena Asins,Strukturen AB 4 (Structures AB 4),,2009
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2009
Elena Asins,Preludio KV 36 (Prelude KV 36),,2021
Elena Asins,Strukturen AB (Structures AB),,2021
Elena Asins,Strukturen KV 51 (Structures KV 51),"Work on paper, Drawing",2021
Elena Asins,Strukturen KV 43 (Structures KV 43),"Work on paper, Drawing",2021
Elena Asins,Sin título (Variaciones Offset) (Untitled [Offset Variations]),,2012
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2021
Elena Asins,Strukturen (Structures),"Work on paper, Drawing",2021
Elena Asins,Cuarteto prusiano KW 589 (Prussian Quartet KW 589),"Work on paper, Drawing",2009
Elena Asins,Cuarteto prusiano KW 589 (Prussian Quartet KW 589),"Work on paper, Drawing",2009
Elena Asins,E B2 A1 A9. Serie 16 variaciones con improvisación sobre b1 (Series of 16 Variations with an Improvisation on b1),"Work on paper, Drawing",2018
Elena Asins,Cuarteto prusiano KW 575 (Prussian Quartet  KW 575),"Work on paper, Drawing",2009
Elena Asins,Cuarteto prusiano E 70 KW  (Prussian Quartet E 70 KW),"Work on paper, Drawing",1988
Elena Asins,Combinaciones (Combinations),"Work on paper, Drawing",1988
Elena Asins,Scale,"Work on paper, Drawing",1999
Elena Asins,"Sin título (Maqueta para «Scale») (Untitled [Sketch for ""Scale""])",Sculpture,2018
Elena Asins,Sin título (Original Scale One by One Vertical),,2018
Elena Asins,Shalom Elechen (Shalom Aleichem) (Peace Be with You),,2018
Elena Asins,Shalom Elechen (Shalom Aleichem) (Peace Be with You),,2018
Elena Asins,Gottesreich 4 (The Kingdom of God 4),,2018
Elena Asins,3 Canons 22,"Work on paper, Drawing",1997
Elena Asins,A Concept of One Structure,"Work on paper, Drawing",2009
Elena Asins,A Concept of One Structure,"Work on paper, Drawing",2009
Elena Asins,Dolmen 5,"Work on paper, Drawing",2009
Elena Asins,"34 I Ching, 7","Work on paper, Drawing",1994
Elena Asins,Dolmen 2,"Work on paper, Drawing",2009
Elena Asins,Dolmen 3,"Work on paper, Drawing",2009
Elena Asins,Dolmen 4,"Work on paper, Drawing",2009
Elena Asins,Dolmen 1,"Work on paper, Drawing",2009
Elena Asins,Sin título (Untitled),"Work on paper, Drawing",2009
Elena Asins,Albiko Trikuharri II (Dolmen in Albi II),Sculpture,2018
Elena Asins,La rotación del menhir (The Rotation of the Menhir),Graphic art,2012
Elena Asins,Dólmenes variantes (negativo/positivo) (Dolmen Variants [Negative/Positive]),Sculpture,2018
Elena Asins,Dólmenes 6 (Dolmens 6),Sculpture,2018
Elena Asins,Dólmenes 10 (Dolmens 10),Sculpture,2018
Elena Asins,Scale. Proyecto para una ciudad (Scale. Project for a City),Sculpture,2012
Elena Asins,Albiko Trikuharri II (Dolmen in Albi II),Sculpture,2007
Elena Asins,Antígona (Antigone),Sculpture,2018
Elena Asins,Antígona (3ª parte) (Antigone [Part III]),Video,2018
Elena Asins,Antígona (2ª y 3ª parte) (Antigone [Part II and Part III]),Video,2018
Antonio Asís,Vibración óptica (Optical Vibration),Painting,1988
Asociación de Artistas Populares de Sarhua (ADAPS),Cuche Micheq,Painting,2019
Asociación de Artistas Populares de Sarhua (ADAPS),Sunat sangrones (Nasty Sunat),Painting,2019
