,Artist,Title,Year_acquisition,Date_creation_year,Artist_birth_year,Artist_death_year
28068,Tuulikki Pietilä,Uudisrakennus (Kansaneläkelaitos),,1954,1917,2009
28070,Aukusti Tuhka,Miehen pää,,1950,1895,1973
28071,,Bühnescreens ; runolehti,,1971,1924,1994
28072,Heikki Konttinen,Omakuva,,1947,1910,1988
28073,Simo Hannula,Mystilliset katselijat,,1972,1932,2016
28075,Per Stenius,Sommitelma,,1951,1922,2014
28076,Ina Colliander,Paratiisipuu,,1954,1905,1985
28077,Väinö Rouvinen,Paratiisi I,,1973,1932,
28078,Mikko Oinonen,Lukkarin talo,,1906,1883,1956
28079,Unto Koistinen,Äiti ja tytär,,1972,1917,1994
28081,Ilja Repin,Naisen muotokuva,,,1844,1930
28083,Kalle Carlstedt,Johtaja Georg Masalinin exlibris,,,1891,1952
28085,Léon Gischia,"La plage, luettelon kansi",1956,,1903,
28086,Zoltan Popovits,Kuin pilvi housuissa,,1976,1940,
28087,Einar Ilmoni,Saari,,1910,1880,1946
28088,Antero Olin,Window I,,1974,1948,
28089,,Bühnescreens,,1971,1924,1994
28090,Palle Nielsen,Sarjasta Pandemonium nro 103,,1968,1920,
28091,Carl Eneas Sjöstrand,"Kaksi poikaa, luonnos",,1872,1828,1906
28092,Juho Karjalainen,Lapset uimassa,1987,1902,1947,
28093,Seppo Mattinen,Nainen sängyssä,,1968,1930,
28094,Emil Johanson-Thor,Risunkantajia,,,1889,1958
28095,August Weger,"Tampereen maantie 1872, Hj. Munsterhjelmin maalausen mukaan. Kuvitusta teokseen ""En resa i Finland"" kuva 19",1956,1872,,
28096,Magnus von Wright,Kuovisirri,,1829,1805,1868
28097,Carl Wilhelms,Istuva nainen,,1948,1889,1953
28099,Jaakko Somersalo,Sommitelma,,1951,1916,1966
28100,,Bühnescreens ; runolehti,,1971,1924,1994
28101,Magnus von Wright,Otsikkolehti opetussarjasta Grunder i Teckna och Rita,,1838,1805,1868
28102,Alfred William Finch,Vanhaa Porvoota,,1902,1854,1930
28104,Akseli Gallen-Kallela,La grande roue,,1909,1865,1931
28105,Carl Eneas Sjöstrand,Gladiaattori ?,,1860,1828,1906
28106,Wilhelm von Wright,"Pilkkasiipi, koiras",,1828,1810,1887
28107,Pekka Kontio,Arvo Turtiainen,,1974,1933,1976
28108,Pekka Halonen,Shakinpelaajat,,1909,1865,1933
28109,Matti Petäjä,Uhka,,1968,1912,1995
28110,Pekka Partanen,Metsän reuna,,1954,1924,
28111,Seppo Mattinen,Hyppäävä mies ja silmälasimies,,1974,1930,
28112,Carl Eneas Sjöstrand,Ferruccio Busoni,,1890,1828,1906
28114,Carl Eneas Sjöstrand,Omakuva,1949,1893,1828,1906
28115,Lars-Gunnar Nordström,Tuoliasetelma,,1946,1924,2014
28118,Simo Hannula,Ateneumin portti,,1955,1932,2016
28119,Anitra Lucander,Kaupunki,,1954,1918,2000
28120,Victor Westerholm,Signildskär,,1891,1860,1919
28122,Helvi Hyvärinen,Näätä,,1950,1906,1988
28124,Ellen Thesleff,Pakeneva tyttö,1955,1920,1869,1954
28125,Juho Karjalainen,Omakuva III,1987,1897,1947,
28126,August Weger,"Kuopio lounaasta nähtynä 1872, Hj. Munsterhjelmin maalausen mukaan. Kuvitusta teokseen ""En resa i Finland"" kuva 33",1956,1872,,
28127,Carl Eneas Sjöstrand,Istuva figuuri,,,1828,1906
28129,Reino Laitasalo,Rakentaja,,1981,1929,
28130,Juho Karjalainen,Gallen-Kallela hiihtää,1987,1897,1947,
28131,Carl Eneas Sjöstrand,"Väinämöisen laulu, friisiluonnos",,1863,1828,1906
28132,Magnus von Wright,Luotokirvinen,,1829,1805,1868
28133,Carl Eneas Sjöstrand,Mytologinen naisfiguuri,,1850,1828,1906
28134,Magnus von Wright,"Tuoppi ja suppilo jakkaralla, kuva n:o 15  opetussarjassa Grunder i Teckna och Rita",,1838,1805,1868
28135,Juho Karjalainen,Isä,1987,1897,1947,
28136,,Bühnescreens,,1971,1924,1994
28138,Magnus von Wright,Nuori koirastelkkä keväällä,,1929,1805,1868
28142,Ilppo Heikuri,Työhuoneen ovi,,1974,1926,1996
28143,Ernst Mether-Borgström,Sommittelu,,1953,1917,1996
28145,Ulla Rantanen,Kuulokkeet,,1972,1938,
28146,Ernst Mether-Borgström,Kolme valkoista kolmiota,,1970,1917,1996
28147,Akseli Gallen-Kallela,Ensi lumi,,1890,1865,1931
28148,Philip Pearlstein,Alaston sohvalla kädet levällään,,1972,1924,
28149,Johannes Takanen,Arkkitehti Alfred Cawenin rintakuva,1953,1853,1849,1885
28150,Jerzy Grabowski,Kaksijakoinen järjestelmä,,1975,,
28151,,Bühnescreens ; runolehti,,1971,1924,1994
28152,Johannes Takanen,"Aino, merelle katsova",1876,1876,1849,1885
28153,Meeri Torvinen,Poika,,1973,1933,2018
28154,Timo Aalto,Kylmien ja lämpöisten värien kontrasti,,1974,1941,2003
28157,Carl Eneas Sjöstrand,Kyllikki,,1879,1828,1906
28159,Kalle Carlstedt,Mökki kuutamossa,,1940,1891,1952
28160,Gabriel Engberg,"Maisema Lapista, porolauma",,1920,1872,1953
28163,Andrej Jemec,Valoisaa kohti,,1974,1934,
28164,Sakari Tohka,Britta,,1949,1911,1958
28167,Anitra Lucander,Asetelma,,,1918,2000
28169,Wilhelm von Wright,Metsäviklo,,1828,1810,1887
28170,Wilhelm von Wright,Lehtokerttu,,1828,1810,1887
28171,Pentti Lumikangas,Kivimalja,,1970,1926,2005
28172,Lauri Leppänen,Poika ja pallo,,1930,1895,1977
28173,Ellen Thesleff,Pallopelin naisfiguuri,1955,1910,1869,1954
28174,Magnus von Wright,"Vaakunapatsas, kuva n:o 21 opetussarjassa Grunder i Teckna och Rita",,1838,1805,1868
28175,Magnus von Wright,"Hautakivi, kuva n:o 14 opetussarjassa Grunder i Teckna och Rita",,1838,1805,1868
28176,Anitra Lucander,Sommitelma,,1951,1918,2000
28177,Giorgio Morandi,Asetelma,,1922,1890,1964
28179,Robert Stigell,Mathias Calonius,1952,1893,1852,1907
28180,Magnus von Wright,Naakka,,1828,1805,1868
28181,Wilhelm von Wright,Suosirri syksyllä,,1828,1810,1887
28183,Massimo Campigli,Il diabolo,,1952,1895,
28184,Sven-Olof Westerlund,Tasopallot I A,,1972,1935,
28185,Lea Ignatius,Aamusoutu,,1980,1913,1990
28186,Ina Colliander,Kaksi naista (Usko ja toivo),,1954,1905,1985
28187,Pekka Mäkinen,Liput I,,1972,1941,1989
28188,Kain Tapper,Savua,,1985,1930,2004
28189,Taisto Toivonen,Vaivaspoika,,1956,1921,
28190,Pekka Mäkinen,Joe Hill,,1974,1941,1989
28191,Aune Mikkonen,Elokuu,,1974,1922,2002
28192,Kari Huhtamo,Sommitelma,,1974,1943,
28193,Viktor Kuusela,Tummatukkainen tyttö,,1954,1925,
28195,Ernst Mether-Borgström,Sirkusponi,,1948,1917,1996
28197,Ben Renvall,Risunkantaja,,1945,1903,1979
28198,Teuvo-Pentti Pakkala,Ylikäytävä,,1954,1920,2010
28199,Teuvo-Pentti Pakkala,Karuselli,,1952,1920,2010
28200,Aarne Aho,Taiteilijan poika,,1955,1904,1978
28201,Josef Albers,Gray Instrumentation Ib,,1974,1888,1976
28202,Raimo Walo,Sillinpyyntiä I,,1973,1936,
28203,Emil Wikström,Torsten Stjernschantzin muotokuvapää,,1909,1864,1942
28204,Magnus von Wright,"Rantasipi, muunnos",,,1805,1868
28205,Sigurdur Gudmundsson,Siglufrae,,1987,,
28206,Richard Lin,May one,,1971,1933,
28207,Paul Klee,Sormillaan laskeva vanhus,,1929,1879,1940
28208,Johannes Takanen,Koiran kanssa leikkivä poika,1873,1870,1849,1885
28211,,Bühnescreens ; runolehti,,1971,1924,1994
28212,Magnus von Wright,Sepelhanhi,,1829,1805,1868
28213,Serge Brignoni,Le miroir,,,1903,
28214,Magnus von Wright,Naaraspunatulkku,,1828,1805,1868
28215,Howard Kanovitz,Andrée,,,1929,
28216,Magnus von Wright,"Kreikkalaiskatolinen kirkko, kuva n:o 29 opetussarjassa Grunder i Teckna och Rita",,1838,1805,1868
28217,Taisto Toivonen,Suuri viemäri,,1971,1921,
28218,Pentti Papinaho,Kylänkello,,1955,1926,1992
28219,Jens Ferdinand Willumsen,Kettu ja pöllö,1912,1911,1863,1958
28221,Marc Chagall,Le Berger et son Troupeau. Kuvitusta La Fontainen Faabeleihin,,,1887,1985
28222,Eino Ahonen,Perintötila,,1975,1941,
28223,Carl Jurgen von Konow,Octopus,,1955,1915,
28224,Timo Aalto,Serigrafia I,,1975,1941,2003
28225,Antti Nieminen,Portti,,1972,1924,2007
28226,Shu Takahashi,Musta fuuga,,1973,1930,
28227,Albert Edelfelt,Naisen pää,,,1854,1905
28228,Pentti Lumikangas,Kierreportaat,,1970,1926,2005
28229,Katsushika Hokusai,Rosvojen hyökkäys,,,,
28230,Tuulikki Pietilä,Laivoja satamassa,,1956,1917,2009
28231,Pentti Kaskipuro,Limppu,,1969,1930,2010
28232,Raimo Kanerva,Honda,,1972,1941,1999
28233,Pentti Lumikangas,Torni,,1970,1926,2005
28235,Kari Juva,Yksilö ja yhteisö. Mitalitaiteen Killan vuosimitali 1969,,1969,1939,2014
28239,Lea Ignatius,Marraskuu,,1977,1913,1990
28240,Albert Edelfelt,Haikon huvila kuutamossa,1935,1880,1854,1905
28241,Laila Säilä,Takiainen,,1957,1908,1995
28242,Henri de Toulouse-Lautrec,Polaire,,1898,1864,1901
28243,Wilhelm von Wright,Pyrstötiainen,,1828,1810,1887
28244,Fernand Léger,Nainen ja kukka,,1951,1881,1955
28245,Juho Karjalainen,Istuva malli,1987,1902,1947,
28246,Wäinö Aaltonen,Naisen pää (Lea Heporauta),,1919,1894,1966
28248,Vilho Askola,Kevät,,1935,1906,1994
28249,Ina Colliander,Kolme enkeliä,,1945,1905,1985
28250,Palle Nielsen,Sarjasta Pandemonium nro 126,,1972,1920,
28251,Essi Renvall,Martti Matias Calonius,,1952,1911,1979
28253,Carl Eneas Sjöstrand,"Sotkottaret, luonnos 5",,1868,1828,1906
28254,Vilho Askola,Ranta-aittoja,,1962,1906,1994
28255,Carl Eneas Sjöstrand,"Polvistuva naishahmo, luonnos veistosryhmään Tyttö ja Amor",,1870,1828,1906
28256,Carl Lenngren,Nuoren tytön muotokuva (Sigrid Vennerberg),,1882,1842,1903
28257,Kalle Carlstedt,Sumuinen tie,,1938,1891,1952
28258,,Kahlaamo,,,,
28259,August Weger,"Paja Turun lähellä R. W. Ekmanin mukaan. Kuvitusta teokseen ""En resa i Finland"" kuva 17",1956,1872,,
28260,Ellen Thesleff,Merenneito ?,,1922,1869,1954
28261,Edith Wiklund,Vierailu Kansallismuseosta (Tukholma),,1939,1905,1969
28262,Teuvo-Pentti Pakkala,Maisema,,1973,1920,2010
28263,Lauri Ahlgrén,Organismin mahdollisuus,,1973,1929,
28265,Eemil Halonen,Savolaisukon rintakuva,,1913,1875,1950
28267,Markku Maatela,Liike kuutiossa,,1973,1941,1989
28268,Georges Rouault,Ilveilijä,,1934,1871,1958
28269,Magnus von Wright,"Alli, nuori koiras",,1828,1805,1868
28270,Ernst Mether-Borgström,Sirkusväkeä,,1952,1917,1996
28271,Raimo Kanerva,Suuri valkoinen mies,,1972,1941,1999
28272,Ernst Mether-Borgström,Kalteri,,1957,1917,1996
28273,Timo Aalto,No 2 Sarjasta I,,1972,1941,2003
28277,Pauli Vuorisalo,Aavistus,,1974,1944,
28278,Viktor Kuusela,Taistelija,,1971,1925,
28281,Unto Koistinen,Kattoja,,1954,1917,1994
28282,Teuvo-Pentti Pakkala,Kasvihuone,,1952,1920,2010
28283,Carl Wilhelms,Mietiskelijä,,1946,1889,1953
28284,Pentti Lumikangas,Kierretorni,,1970,1926,2005
28286,Carl Eneas Sjöstrand,"Frans Mikael Franzen, muotokuvamedaljonki",,1872,1828,1906
28287,Victor Pasmore,Correspondens 6,,1974,,
28288,Lars-Gunnar Nordström,Sommitelma,,1968,1924,2014
28289,Hugo Simberg,Antti Favén Pariisissa,,,1873,1917
28290,Palle Nielsen,Sarjasta Nimetön nro 494,,1970,1920,
28291,August Weger,"Hämeenlinna, Hj. Munsterhjelmin maalausen mukaan. Kuvitusta teokseen ""En resa i Finland"" kuva 18",1956,1872,,
28292,Carl Eneas Sjöstrand,Runonlaulaja ? ; epätäydellinen,,1880,1828,1906
28293,Leander Fornas,Pienen tytön unta,,,1925,
28294,Tuulikki Pietilä,Koirasirkus,,1950,1917,2009
28295,Bernard Moninot,Serre,,1975,,
28296,Mikko Hovi,Ahmatti,,1938,1879,1962
28298,Mikko Oinonen,Satamasta,,1907,1883,1956
28299,Palle Nielsen,Sarjasta Orfeus ja Eurydike nro 462 a,,1966,1920,
28300,Juho Karjalainen,Mustasurma I,1987,1906,1947,
28301,,Bühnescreens,,1971,1924,1994
28302,Albert Edelfelt,Jean Sibeliuksen muotokuva,,1900,1854,1905
28303,Ernst Müller,Bacchus,1953,1953,,
28305,Rolf Sandqvist,Berija (espanjalainen kaupunki),,1954,1919,1994
28306,Carl Eneas Sjöstrand,Pikku poika syöttää koiraa,,1879,1828,1906
28307,Reijo Koskela,.... ja huivi tällätavoin,,1972,1929,
28310,Kari Huhtamo,Sommitelma,,1974,1943,
28311,Emil Filén,"Pro arte utili 1875-1950, Suomen Taideteollisuusyhdistyksen 75-vuotismitali",,1950,1890,1958
28312,Ernst Mether-Borgström,Särkynyt kone,,1957,1917,1996
28314,Kalle Carlstedt,Kiiliän pirtti,,1934,1891,1952
28315,,Bühnescreens ; runolehti,,1971,1924,1994
28317,Sisko Riihiaho,Kesäilta,,1973,1925,
28318,Carl Kylberg,Punainen tie,,1940,1878,1952
28319,Akseli Gallen-Kallela,Rauman katu,,1905,1865,1931
28320,Wilhelm von Wright,Valkoviklo,,1828,1810,1887
28321,Pentti Lumikangas,Kasvihuoneet,,1970,1926,2005
28323,Magnus von Wright,"Linnoituksen portti, kuva n:o 28 opetussarjassa Grunder i Teckna och Rita",,1838,1805,1868
28324,Väinö Rouvinen,Paratiisi II,,1973,1932,
28325,Ernst Mether-Borgström,Kolmoiskompositio II,,1976,1917,1996
28326,Adrien-Aurélien Hébrard,Yllätetty nainen,,1896,,
28327,Akseli Gallen-Kallela,Paanajärvi sumussa,,1918,1865,1931
28328,Juho Karjalainen,Yksityiskohta Callot'n Pyhän Antoniuksen kiusauksesta,1987,1900,1947,
28329,Magnus von Wright,"Pyöreä pöytä, kuva n:o 24 opetussarjassa Grunder i Teckna och Rita",,1838,1805,1868
28331,Carl Eneas Sjöstrand,Istuva figuuri,,1870,1828,1906
28332,Edith Wiklund,Talvi,,1941,1905,1969
28333,Raimo Kanerva,Suuri valkoinen metsästäjä,,1972,1941,1999
28334,Eino Ahonen,Naisen vapautuminen,,1972,1941,
28335,Hironao Toyoshima,Kukka nro 2,,1974,1933,
28337,Tuulikki Pietilä,Mainospylväs,,1957,1917,2009
28338,Tapio Junno,"Suuri hotellipalo, Amsterdam",,1978,1940,2006
28339,Jaakko Somersalo,Kompositio II,,1957,1916,1966
28340,Erkki Tanttu,Huhtikuun ilta,,1951,1907,1985
28341,Reijo Koskela,Tandemratsu,,1973,1929,
28343,Werner Holmberg,Myrsky Näsijärvellä,,1860,1830,1860
28353,Ilppo Heikuri,Työhuoneen pihaa,,1974,1926,1996
28354,Alfred Manessier,Litanies du soir,,,1911,
28355,Mikko Hovi,Rannalla,,1948,1879,1962
28356,Lars-Gunnar Nordström,Tuleva tiikeri,,1948,1924,2014
28357,Antero Olin,Window IV,,1974,1948,
28358,Juho Karjalainen,Mies tanssii,1987,1903,1947,
28360,Carl Eneas Sjöstrand,Fredrika Bremer,,1890,1828,1906
28361,Hugo Simberg,Muisto,,,1873,1917
28362,Lars-Gunnar Nordström,Sininen sommitelma,,1952,1924,2014
28363,Juho Karjalainen,Täti ja isä,1987,1897,1947,
28364,Oskari Jauhiainen,Naisen pää,,1947,1913,1990
28365,Max Meden,"Omakuva, rintakuva",,1943,1882,1946
28366,Josef Albers,Gray Instrumentation Ik,,1974,1888,1976
28367,Anita Ermala-Järveläinen,Kattoja,,1952,1932,
28368,Tyko Sallinen,Juho Mäkelä,,1907,1879,1955
28369,Magnus von Wright,Lapinsirri,,1829,1805,1868
28370,Bertel Bertel-Nordström,Vanha Fritz,,1949,1884,
28371,Louis Sparre,Taiteilijan pojat Pehr ja Clas,,1906,1863,1964
28372,Leander Fornas,Lappia,,1951,1925,
28373,Salvador Dali,Paralleeliperspektiivi,,,1904,1989
28374,Erkki Tanttu,Munkki,,1941,1907,1985
28375,Erik Granfelt,Äiti ja lapsi,,1955,1919,1990
28376,Władysław Hasior,Jakaja,,1985,1928,1999
28377,Carl Eneas Sjöstrand,"Yksityiskohta Ateneumin päätykolmioryhmästä, luonnos 2.",,1880,1828,1906
28378,Yrjö Liipola,Metsän poika,,1930,1881,1971
28379,Juho Karjalainen,Mustasurma II,1987,1906,1947,
28380,Taisto Toivonen,Herodeksen aikaan,,1971,1921,
28381,Eemil Halonen,Tietäjä,,1908,1875,1950
28383,August Weger,"Naantali lounaasta nähtynä, B. Lindholmin maalauksen mukaan. Kuvitusta teokseen ""En resa i Finland"" kuva 21",1956,1872,,
28384,Aimo Kanerva,Talvimaisema Otalammelta,,1951,1909,1991
28385,Wilhelm von Wright,"Alli, naaras",,1828,1810,1887
28386,Pentti Kaskipuro,Peruna ja tölkki,,1971,1930,2010
28388,Carl Eneas Sjöstrand,Valtionarkiston kattoryhmän luonnos,,1889,1828,1906
28389,Hugo Simberg,Miehen pää,,1897,1873,1917
28391,Severin Falkman,"Kuvituksia Taiteilijaseuran juhlan esinäytökseen: Kaarle XII:n kuolema, Piispa Henrik käännyttää suomalaisia, Kustaa II Adolf ja Taiteen apoteosi",,1883,1831,1889
28392,Magnus von Wright,Pikkutylli,,1829,1805,1868
28393,Andrej Jemec,Länttä kohti,,1975,1934,
28394,Pekka Halonen,Tytöt takan ääressä,,1909,1865,1933
28395,Horst Antes,Figuuri ja kaksi lasilevyä pöydällä,,,1936,
28396,Timo Aalto,Komplementtivärien kontrasti,,1974,1941,2003
28397,Carl Eneas Sjöstrand,Amor,,1860,1828,1906
28399,Pentti Lumikangas,Temppeli,,1969,1926,2005
28400,Hugo Simberg,Myötätuulessa,,1906,1873,1917
28401,Teuvo-Pentti Pakkala,Sudet,,1973,1920,2010
28404,Carl Eneas Sjöstrand,"Boccianpelaajat 3, polvistuva nuorukainen",,1875,1828,1906
28406,Pentti Lumikangas,Viimeinen kala,,1970,1926,2005
28407,Magnus von Wright,"Pumppu ja vesikaukalo, kuva n:o 16 opetussarjassa Grunder i Teckna och Rita",,1838,1805,1868
28409,Helmi Kuusi,Talvi-ilta,,1951,1913,2000
28410,Albin Kaasinen,Lääkärissä,,1953,1892,1970
28411,Vladimir Kopteff,Seri D-E,,1982,1932,2007
28412,Unto Koistinen,Harjoitelma,,1972,1917,1994
28413,Bengt Böckman,Hieronymuksen muna I,,1972,1926,
28415,Kari Huhtamo,Sommitelma,,1974,1943,
28416,Viktor Kuusela,Omakuva,,1953,1925,
28417,Jaakko Somersalo,Pulloasetelma,,1948,1916,1966
28419,Jerzy Grabowski,Merkkirakenteita,,1973,,
28420,Gustav Vigeland,"Kaksi valosta, Gustaf Vigelandin oikea käsi suorana ja nyrkkissä",,,1869,1943
28421,Théophile Alexandre Steinlen,La Gloire,,1915,1859,1923
28422,,Bühnescreens,,1971,1924,1994
28423,Hugo Simberg,Pojan pää,,,1873,1917
28424,Wilhelm von Wright,Ukkometso,,1828,1810,1887
28426,Bengt Böckman,Todellisuuden odotushuone,,1972,1926,
28427,Kunihiro Amano,Mielenmuutos 1,,1975,,
28428,Carl Eneas Sjöstrand,"Soittavia poikia, luonnos",,1872,1828,1906
28430,Palle Nielsen,Sarjasta Orfeus ja Eurydike nro 484,,1968,1920,
28431,Unto Koistinen,Alaston malli,,1950,1917,1994
28432,Akseli Gallen-Kallela,Omakuva,,1897,1865,1931
28433,Elia Ajolfi,Sonni,,1953,1916,
28434,Nicolas Poliakoff,Vincent van Goghin ja hänen hautansa Auvers-sur-Oisessa,,1953,,
28435,Sixten Haage,Raitiovaunu,,1976,,
28436,Hugo Simberg,Kesän aaltoja,,1898,1873,1917
28437,Victor Pasmore,Correspondens 5,,1974,,
28439,Timo Aalto,Simultaanikontrasti,,1974,1941,2003
28440,Pekka Partanen,Tytön sivukuva,,1954,1924,
28441,Markku Maatela,Liike kuutiossa,,1973,1941,1989
28442,Ina Colliander,Suihkukaivo,,1945,1905,1985
28443,Henri de Toulouse-Lautrec,"Femme à la glace (De la serie ""Elles"")",,1896,1864,1901
28444,Magnus von Wright,Pikkutylli,,1828,1805,1868
28445,Tuomas von Boehm,Peltikannuasetelma,,1955,1916,2000
28446,Sven-Olof Westerlund,PU-VA pallot IIB,,1971,1935,
28447,Erkki Hervo,Kompositio 2-73,,1973,1924,1994
28448,Unto Koistinen,Äiti ja lapsi,,1972,1917,1994
28449,Kari Huhtamo,Sommitelma,,1974,1943,
28450,Heikki Häiväoja,Suomen Yrittäjäin Keskusliitto (SYKL),,1979,1929,
28452,Teuvo-Pentti Pakkala,Kolme kannua,,1951,1920,2010
28453,Kalle Carlstedt,Gynekologi Aarno Turusen exlibris,,,1891,1952
28455,Teuvo-Pentti Pakkala,Silta,,1954,1920,2010
28456,Tuulikki Pietilä,Linnoitus antautuu (keskiaikaisen seinämaalauksen mukaan),,1948,1917,2009
28457,Gabriel Engberg,Kota (Yö),,1905,1872,1953
28458,Väinö Rouvinen,Puisto I,,1974,1932,
28459,Timo Aalto,Serigrafia III,,1975,1941,2003
28460,Pentti Kaskipuro,Perunalimppu,,1979,1930,2010
28462,Juho Karjalainen,Enkelin siipiä kynitään,1987,1911,1947,
28463,Juho Karjalainen,Pöydän ääressä,1987,1898,1947,
28464,Sam Vanni,"""Minun nuoruuteni kuu oli kalpea aina ja kalvas..."" Tuomas Anhava - Runokokoelmasta: Runoja 1961, Otava 1961",,1978,1908,1992
28465,Pekka Halonen,Kangaspuiden ääressä,1976,1909,1865,1933
28466,Horst Antes,Schlangenfigur mit Weib,,,1936,
28467,Juho Karjalainen,Mallin ateria II,1987,1906,1947,
28468,Jan Olof Mallander,Paperiveistosmappi,,1972,1944,
28469,Edda Renouf,Jälkiä III,,1974,1943,
28471,Markku Maatela,Liike kuutiossa,,1973,1941,1989
28472,Elinborg Lützen,Biskupstöd,,1963,1919,
28473,Louis Legrand,Aitiossa,,,,
28474,Gérard Titus-Carmel,Chancay VIII,,1985,1942,
28475,Matti Petäjä,Maisema 4/77,,1977,1912,1995
28476,John Coplans,"Omakuvia nro 5 (seisten, sivukulma)",,1993,1920,
28477,Juho Karjalainen,Henkilöharjoitelmia,1987,1897,1947,
28478,Elga Sesemann,Näky,,1945,1922,2007
28479,Juho Karjalainen,Piru on kuollut,1987,1907,1947,
28480,Janus Kamban,Hiljaisuus II,,1974,1913,
28481,Rolf Sandqvist,Glen Echo,,1955,1919,1994
28484,Aimo Taleva,Eb Environment,,1977,1938,2011
28486,Ina Colliander,Italialainen maisema,,1930,1905,1985
28487,Matti Kujasalo,Viisi osaa,,1978,1946,
28489,Hugo Simberg,Outokummun ilmarata,1987,1914,1873,1917
28492,Erkki Hervo,Kompositio 36-78W,,1978,1924,1994
28496,Juho Karjalainen,Vinnarin sisarukset,1987,1898,1947,
28497,Jim Dine,Musta parta,,1973,1935,
28499,Lars-Gunnar Nordström,Vihreä sommitelma,,1952,1924,2014
28500,Juho Karjalainen,Exlibris Axel Gallén,1987,1896,1947,
28502,Juho Karjalainen,Tyttö,1987,1900,1947,
28503,Juho Karjalainen,Pyykin paukuttaja,1987,1895,1947,
28504,Alberto Giacometti,Ateljee,,1955,1901,1966
28505,Juho Karjalainen,Sofia Andersin,1987,1898,1947,
28506,Juho Karjalainen,Menu,1987,1909,1947,
28507,Vjenceslav Richter,SPO 5C A,,1977,1917,
28508,Väinö Rouvinen,Grafiikan lehti ja siihen liittyvä Eeva Kilven runo,,,1932,
28509,Juho Karjalainen,Malli lämmittelee I,1987,1906,1947,
28510,Juho Karjalainen,Risunkantajat,1987,1900,1947,
28515,Juho Karjalainen,Jarl Eklund,1987,1900,1947,
28517,Zacharias Heinesen,Mikladalur,,1969,1936,
28518,Juho Karjalainen,Talviteloilla II,1987,1915,1947,
28519,Pierre Bonnard,Uimaranta,,1942,1867,1947
28520,Juho Karjalainen,Exlibris J.A.Thesleff (osa),1987,1899,1947,
28521,Juho Karjalainen,Makaava tyttö,1987,1906,1947,
28525,Juho Karjalainen,Luminen pensas,1987,1900,1947,
28526,Juho Karjalainen,Malliharjoitelma,1987,1910,1947,
28527,Erkki Hervo,Kompositio 8-80,,1980,1924,1994
28530,Heikki Tandefelt,Portti,,,1882,1943
28531,Matti Saanio,Paleleva enkeli,,1966,1925,2006
28532,Tapio Tapiovaara,Sota,,1936,1908,1982
28538,Marius af Schulten,Pråstvik,,1939,1890,1978
28539,Juho Karjalainen,Isonpurjeen lintu,1987,1898,1947,
28541,Akseli Gallen-Kallela,Mezzotinto (Aihe Jusélius-mauseleumin Kevät-freskosta),,1905,1865,1931
28542,Brita Molin,Giljare i djupet,,1981,,
28543,Reijo Koskela,Tumma häkki,,1982,1929,
28544,Juho Karjalainen,Exlibris Joh. Toijonen,1987,1905,1947,
28545,Juho Karjalainen,Sirkusleijona,1987,1910,1947,
28546,Jan Olof Mallander,Paperiveistosmappi,,1972,1944,
28547,Juho Karjalainen,Iltaa kohti II,1987,1913,1947,
28551,Alfred William Finch,Vanha talo Porvoossa,,,1854,1930
28556,Roj Friberg,Vuorovesi,,1984,,
28557,Juho Karjalainen,Soinen lampi,1987,1915,1947,
28558,Sam Vanni,Sarjasta Neljän värin etydejä,,1982,1908,1992
28559,Shiro Fukasawa,Elämän runous,,1973,,
28560,Max Bill,Bi 38,,1976,1908,1994
28561,Pentti Kaskipuro,Nimilehti,,1983,1930,2010
28563,Pekka Halonen,Luminen kataja,1946,1917,1865,1933
28564,Juho Karjalainen,Kalastajaveneitä,1987,1909,1947,
28565,Tetsuya Noda,Päiväkirja: 26.2. '79 (b),,1979,,
28566,Frits Thaulow,Kaupunki kuutamossa,,,1847,1906
28571,Enzo Bellini,Nokallinen ruokaa,,1995,,
28572,Ina Colliander,Merimiehen uni,,1933,1905,1985
28575,Pentti Kaskipuro,Tehdas (Lemminkäinen),,1952,1930,2010
28576,Olavi Ryyppö,Ovi,,1980,1917,1988
28579,Juho Karjalainen,Hattupäinen mies,1987,1897,1947,
28580,Juho Karjalainen,Exlibris Hanna Andersin II,1987,1897,1947,
28582,Richard Mortensen,Sarjasta Lumoava suorakaide,,1973,1910,1993
28585,Richard Mortensen,Den förtrollande rektangeln (Le Rectangle Enchanté),,1973,1910,1993
28586,Juho Karjalainen,Kaskisavua,1987,1917,1947,
28587,John Coplans,"Omakuvia nro 1 (seisten, sivukulma)",,1993,1920,
28589,Timo Aalto,Kertausta,,1979,1941,2003
28590,Sadaiku Matsumura,Yötä kohden,,1976,,
28592,Juho Karjalainen,Exlibris Ulla Wasenius I,1987,1907,1947,
28593,Niilo Hyttinen,Luottamus,,1993,1940,2010
28594,Juho Karjalainen,Lito,,1983,1947,
28595,Edvard Munch,Suuri lumimaisema,,,1863,1944
28596,Hans Hamngren,Kaakeliuuni,,1973,,
28597,Sonia Delaunay,X-diagonale,,1973,1885,1979
28598,Juho Karjalainen,Onkiva mies,1987,1898,1947,
28599,Juho Karjalainen,Luutamummo II,1987,1898,1947,
28601,Taisto Toivonen,Raivaajalle,,1976,1921,
28602,Aimo Taleva,Db,,1977,1938,2011
28605,Manuel Robbe,Keinussa,,,1872,
28606,Mauno Markkula,Kuutamo,,1949,,1959
