,Artist,Title,Year_acquisition,Date_creation_year,Artist_birth_year,Artist_death_year
1341,William Strang,"""Others say that Seth..."". Kuvitusta Izaak Waltonin ja Charles Cottonin The Compleat Agler",1919,1902,1859,1921
1343,Robert Wilhelm Ekman,Taalalaistalonpoika kansallispuvussa,,1831,1808,1873
1344,Werner Holmberg,Metsänsisusta,1890,1858,1830,1860
1345,Robert Wilhelm Ekman,"""Mora Tuna"", kansallispukuun pukeutunut seisova talonpokaistyttö",,,1808,1873
1347,Paul Renouard,Lattialuukusta näyttämölle. Kohtaus oopperaesityksestä,1919,1880,1845,1924
1353,Robert Wilhelm Ekman,"Väinämöinen Tuonelassa ; Originaalipiirustus piirrossarjaan ""Kalewala, Finsk National-dikt, framställd i teckningarnaf R.W.Ekman""",,1860,1808,1873
1355,Werner Holmberg,"Maisema, jossa rikkinäinen pärekori ja istuva nainen",1890,1859,1830,1860
1357,Hugo Simberg,Exlibris Wolter Simberg II,,1899,1873,1917
1361,Robert Wilhelm Ekman,"Kristus kantamassa ristiä, harjoitelma Turun tuomiokirkon freskoja varten",,1853,1808,1873
1363,Robert Wilhelm Ekman,"Kyllikin ryöstö, luonnos Kalevala-aiheiseen piirrossarjaan",,1860,1808,1873
1365,Joseph Uhl,Marion,1919,,,
1367,Adolf von Becker,"Seisova vanha nainen sylivauva käsivarsillaan. Ylänurkassa punaliidulla piiretty vanha huivipäinen nainen juomassa vadilta (profiili, rintakuva)",,,1831,1909
1368,Robert Wilhelm Ekman,"Maisema, jossa kaksi purjelaivaa ja taustalla vuori",,1831,1808,1873
1370,Robert Wilhelm Ekman,Döbeln Juuttaalla. Kuvitusta Vänrikki Stålin tarinoihin,,1869,1808,1873
1373,Robert Wilhelm Ekman,"Oluttynnyri, vasikannahkalaukku ja harava",,,1808,1873
1374,Robert Wilhelm Ekman,"Pistooli kertoo, kohtaus Runebergin Jouluillasta, luonnos",,,1808,1873
1375,Robert Wilhelm Ekman,Kylämaisema,,,1808,1873
1376,Robert Wilhelm Ekman,Lotta Svärd. Kuvitusta Vänrikki Stålin tarinoihin,,1869,1808,1873
1377,Robert Wilhelm Ekman,"Pohjolan isännän surma, luonnos Kalevala-aiheiseen piirrossarjaan",,1864,1808,1873
1379,Robert Wilhelm Ekman,Mies taalaispuvussa,,,1808,1873
1380,Robert Wilhelm Ekman,"Talonpoikaistalon interiööri, jossa viisi henkilöä",,,1808,1873
1385,Robert Wilhelm Ekman,Kaksi talonpoikaisnaista Joutsenosta,,,1808,1873
1389,Werner Holmberg,Kiviä ja kasveja puron varrella,1890,1848,1830,1860
1390,Robert Wilhelm Ekman,"Joukko henkilöitä Albanossa, harjoitelma",,,1808,1873
1393,Anders Ekman,Miesvartalon anatominen lihastutkielma,1857,1848,1833,1855
1399,Nunzio Gulino,Runoilijan työhuone,,1997,,
1405,Robert Wilhelm Ekman,Ratsuväen hyökkäys,,,1808,1873
1416,Robert Wilhelm Ekman,Pilven veikko. Kuvitusta Vänrikki Stålin tarinoihin,,1869,1808,1873
1431,Robert Wilhelm Ekman,Apostolin pää ; keskeneräinen,,,1808,1873
1432,Robert Wilhelm Ekman,Harjoitelma kansallispuvun selkäpuolesta,,,1808,1873
1434,Tuulikki Pietilä,Aamuhämärä (La Belle Époque),,1975,1917,2009
1437,Anders Ekman,Jalka- ja käsitutkielmia,1857,1853,1833,1855
1440,Robert Wilhelm Ekman,"Interiööri. Kirjoituspöytä ja nojatuoli, taustalla toiseen huoneeseen johtava avoin ovi.",,1840,1808,1873
1442,Robert Wilhelm Ekman,"Kolme räisäläläistä talonpoikaisnaista, yksi karrikoitu",,,1808,1873
1443,Hugo Simberg,Täti,,1897,1873,1917
1448,Robert Wilhelm Ekman,Kuoleva soturi. Kuvitusta Vänrikki Stålin tarinoihin,,1869,1808,1873
1453,Werner Holmberg,Metsänsisusta ; keskeneräinen,1890,1858,1830,1860
1454,Robert Wilhelm Ekman,Draperiaharjoitelma,,,1808,1873
1456,Robert Wilhelm Ekman,Tanssi tuvassa,,,1808,1873
1457,Werner Holmberg,Nuori mänty,1890,1853,1830,1860
1465,Tuulikki Pietilä,Kallioiden anatomia - Gloet,,1980,1917,2009
1470,Robert Wilhelm Ekman,"Smålantilaiset lapset, tyttö lapsi sylissä sekä seisova poika vierellään",,1829,1808,1873
1473,Robert Wilhelm Ekman,"Risukirve, puukannu ja pieni tynnyri",,,1808,1873
1491,Robert Wilhelm Ekman,Jeesus ja syntinen nainen,,,1808,1873
1493,Robert Wilhelm Ekman,"Kristuksen kasvot, luonnos Helsingin Vanhan Kirkon alttaritaulua varten",,,1808,1873
1497,Werner Holmberg,Vanhan lehtipuun alaosa,1890,1858,1830,1860
1499,Robert Wilhelm Ekman,"Interiööri, jossa kolme henkilöä: yksi sängyssä kahvia juomassa, yksi pöydän äärella puuroa syömässä ja yksi rukin luona.",,,1808,1873
1502,Robert Wilhelm Ekman,Harjoitelma Lappveteläisen talonpoikaisnaisen puvusta,,,1808,1873
1504,Robert Wilhelm Ekman,Kolme naista interiöörissä,,,1808,1873
1506,Ferdinand von Wright,"Karikatyyrejä; ihmisiä, joilla eläimen pää",,1880,1822,1906
1508,Robert Wilhelm Ekman,Pukuharjoitelma alttaritaulua varten,,,1808,1873
1509,Ferdinand von Wright,Koira,,1831,1822,1906
1512,Robert Wilhelm Ekman,Seisova talonpoikaisnainen Joutsenosta,,,1808,1873
1513,Werner Holmberg,Pyhäjärvi,1890,1857,1830,1860
1516,Robert Wilhelm Ekman,Döbeln Juuttaalla. Kuvitusta Vänrikki Stålin tarinoihin,,1869,1808,1873
1522,Arnaldo Battistoni,Asetelma,,1944,,
1523,Robert Wilhelm Ekman,"Kultaneidon taonta, luonnos Kalevala-aiheiseen piirrossarjaan ; Etupoulella olevan Ilmarisen hahmon harjoitelma (kaksipuolinen teos)",,1864,1808,1873
1524,Tuulikki Pietilä,Kallioiden anatomia - Kivikkoa,,1980,1917,2009
1530,Tuulikki Pietilä,Kallioiden anatomia - Kallioiden kuvajaisia,,1980,1917,2009
1531,Robert Wilhelm Ekman,Istuva nuorukainen taalalaispuvussa,,,1808,1873
1537,Werner Holmberg,Rikkonainen kallionkieleke pensaitten ympäröimänä,1890,1859,1830,1860
1542,Robert Wilhelm Ekman,Väinämöinen puhumassa makaavalle miehelle ; Luonnos Kalevalakuvitukseksi,,,1808,1873
1544,Tuulikki Pietilä,Kallioiden anatomia - Kalliosaari,,1980,1917,2009
1547,Ellen Thesleff,Harjoitelma (Ikaros?),,1950,1869,1954
1548,Robert Wilhelm Ekman,"Hääparin tulo Ilmarisen kotiin, luonnos Kalevala-aiheiseen piirrossarjaan",,1860,1808,1873
1556,Arnaldo Battistoni,Kylä,,1944,,
1565,Nunzio Gulino,Verkon takana: unet,,1967,,
1566,Ellen Thesleff,"Alaston naisfiguuri, harjoitelma",,1936,1869,1954
1569,Robert Wilhelm Ekman,Poika Wingåkerista,,1849,1808,1873
1570,Robert Wilhelm Ekman,Maalaismaisema,,,1808,1873
1573,Robert Wilhelm Ekman,"Kristus Getsemanessa, alttaritaululuonnos",,,1808,1873
1578,Tuulikki Pietilä,Kirjainleikki,,1966,1917,2009
1579,Anders Ekman,Elonkorjuun jumalatar Demeter,1857,1848,1833,1855
1583,Werner Holmberg,Myllypato,1890,1858,1830,1860
1588,Louis Sparre,Elli Tompuri,1919,1906,1863,1964
1589,Tuulikki Pietilä,Ulkosaaristo - Tootis sund II,,1980,1917,2009
1601,Robert Wilhelm Ekman,"Näkymä italialaisesta merenpoukamassa olevasta kaupungista, taustalla tulivuori",,,1808,1873
1603,Robert Wilhelm Ekman,Garibaldi johdattaa Italian Kristuksen siunattavaksi,,,1808,1873
1607,Ellen Thesleff,"Miehen pää sivuprofiilissa, harjoitelma",,,1869,1954
1608,Robert Wilhelm Ekman,Kirjaa lukeva koulupoika,,,1808,1873
1612,Tuulikki Pietilä,Syksyn kuvastin,,1966,1917,2009
1613,Werner Holmberg,"Maisema, vasemmalla tien takana lehtipuuryhmä, edessä oikealla avoin niitty",1890,1848,1830,1860
1617,Robert Wilhelm Ekman,Tyttö kansallispuvussa,,,1808,1873
1618,Robert Wilhelm Ekman,Kutova ja seisova mummo,,,1808,1873
1619,Robert Wilhelm Ekman,"Tuoliharjoitelmia, vakka ja aitta",,,1808,1873
1620,Robert Wilhelm Ekman,Istuva mies,,,1808,1873
1621,Robert Wilhelm Ekman,Monte di Portio,,,1808,1873
1622,Ellen Thesleff,Kukkakimppu,,1908,1869,1954
1623,Gordon Craig,"Mies kuutamossa, kuvitusta The Mask lehteen 1909, Vol. 2, nro 1-3, s. 3",,1909,,
1624,Gordon Craig,"Mies kalliolla, kuvitusta The Mask lehteen 1910, Vol. 3, nro 1-3, s. 1",,1910,,
1635,Robert Wilhelm Ekman,Italialainen maisema,,,1808,1873
1637,Eero Järnefelt,Albert Edelfelt kuolinvuoteellaan,1935,1905,1863,1937
1639,Gordon Craig,"Sfinksi ja pyramidi, kuvitusta The Mask lehteen 1911, Vol. 3, nro 10-12, s. 147",,1911,,
1642,Robert Wilhelm Ekman,Polvistunut apostoli,,,1808,1873
1645,Arnaldo Battistoni,Kylä,,1943,,
1646,Robert Wilhelm Ekman,Sotavanhus. Kuvitusta Vänrikki Stålin tarinoihin,,1869,1808,1873
1648,Robert Wilhelm Ekman,Kirjaa lukeva koulupoika,,,1808,1873
1649,Robert Wilhelm Ekman,"Värväys hämäläisessä talonpoikaistuvassa, luonnos venäläiselle kruununperijälle 1851 maalattuun öljymaalaukseen.",,1851,1808,1873
1651,Tuulikki Pietilä,Kuplia (sarjasta Toiset maailmat),,1966,1917,2009
1652,Robert Wilhelm Ekman,Kaksi luusta tappelevaa koiraa,,,1808,1873
1653,Robert Wilhelm Ekman,Tuoli ja penkki,,,1808,1873
1659,Gordon Craig,"Exlibris Jan C. de Vos, kuvitusta The Mask lehteen 1908, Vol. 1, nro 2, s. 51",,1908,,
1660,Tyko Sallinen,Merimaisema,,1913,1879,1955
1661,Robert Wilhelm Ekman,"Luonnos tauluun ""Pentti Lyytinen lukee runojaan""",,,1808,1873
1671,Théodule Ribot,Särkynyt piippu,1919,1860,,
1682,Werner Holmberg,Frithjof Federley juottaa kaivolla hevostaan,1890,1859,1830,1860
1692,Robert Wilhelm Ekman,Seisova taalalaisnainen sivulta,,,1808,1873
1693,Wilhelm von Wright,"Nainen, saali ja hattu",,1820,1810,1887
1694,Werner Holmberg,Metsäisen hiekkamäen läpi kulkeva tie,1890,1853,1830,1860
1696,Robert Wilhelm Ekman,Istuva ruokolahtelainen talonpoikaistyttö,,,1808,1873
1699,Hugo Simberg,Omakuva I,,1897,1873,1917
1712,Robert Wilhelm Ekman,"Chiesa Sta Maria miracolosa, Rocca di Papa. Vasemmalla kirkon fasadi, oikealla näkymä yli Albano-järven, Campagnan ja meren.",,,1808,1873
1714,Ferdinand von Wright,Tilhi,,1830,1822,1906
1715,Johan Knutson,"Lempisaari, kuvitusta teokseen Finland framställdt i teckningar, vihkot XVIII ja XIX",,1848,1816,1899
1716,Werner Holmberg,"Rantamaisema, jossa venettä maihin vetävä mies",1890,1859,1830,1860
1717,Robert Wilhelm Ekman,"AIHE Italiasta: Huivipäisen naisen rintakuva, profiili",,1840,1808,1873
1718,Lennart Forstén,"Luppiovaara Torniojien varrella, kuvitusta teokseen Finland framställdt i teckningar, vihkot XXII ja XXIII",,1848,1817,1886
1719,Robert Wilhelm Ekman,"Väinämöisen ammunta ; Originaalipiirustus piirrossarjaan ""Kalewala, Finsk National-dikt, framställd i teckningar af R.W.Ekman""",,1860,1808,1873
1721,Robert Wilhelm Ekman,Kohtaus öisellä tiellä,,,1808,1873
1722,Werner Holmberg,Maisema Leppälahdesta,1890,1859,1830,1860
1724,Adolf von Becker,Vanhahkon parrakkaan miehen muotokuva,,,1831,1909
1725,Robert Wilhelm Ekman,Seisova tyttö lapsen kanssa,,,1808,1873
1727,Werner Holmberg,Vanhat männyt,1890,1859,1830,1860
1729,Gordon Craig,"Suuri pilvi, kuvitusta The Mask lehteen 1909, Vol. 2, nro 1-3, s. 191",,1909,,
1736,Robert Wilhelm Ekman,"Talonpoikaisnainen Kronoborgista, kaksi figuuriharjoitelmaa ja neljä päätä",,,1808,1873
1739,Werner Holmberg,Maalaistalon ulkorakennuksia,1890,1859,1830,1860
1741,Robert Wilhelm Ekman,"Nainen taalalainturkissa vauva sylissään, Naisen kasvoluonnoksia",,,1808,1873
1753,Werner Holmberg,Mänty ; keskeneräinen,1890,1857,1830,1860
1764,Werner Holmberg,Aitta,1890,1859,1830,1860
1765,Wilhelm von Wright,"Fredrik von Wright, taiteilijan veli",,1844,1810,1887
1767,Robert Wilhelm Ekman,Ihmisiä maisemassa,,,1808,1873
1777,Magnus von Wright,Palikaisten kartano Somerolla,1875,1846,1805,1868
1781,Robert Wilhelm Ekman,Harjoitelmia Kaukolalaisista talonpoikaisnaisista kansallispuvuissa,,,1808,1873
1790,Robert Wilhelm Ekman,Luonnos tykkipurjeveneestä,,,1808,1873
1791,Alfred William Finch,Näkymä Antinkadulta,1919,,1854,1930
1793,Hugo Simberg,Luutamummo I,,1897,1873,1917
1794,Werner Holmberg,Saniaisten päälle kaatunut kuusi ; Lehmä (kaksipuolinen teos),1890,1859,1830,1860
1795,Anders Ekman,Pojan pää,1857,1854,1833,1855
1797,William Strang,"""Sir Henry Wotton had doubtless written..."".Kuvitusta Izaak Waltonin ja Charles Cottonin The Compleat Agler",1919,1902,1859,1921
1803,Robert Wilhelm Ekman,"Kullervo piirtää puuhun, luonnos Kalevala-aiheiseen piirrossarjaan",,1864,1808,1873
1804,Werner Holmberg,Metsänsisusta,1890,1859,1830,1860
1807,Eero Järnefelt,Suomalainen talonpoika,1919,,1863,1937
1808,Louis Valtat,Maisema,,1900,1869,1952
1809,Arnaldo Battistoni,Kukkia,,1968,,
1814,Werner Holmberg,Männikkö lähellä järvenrantaa,1890,1857,1830,1860
1815,Robert Wilhelm Ekman,"Lemminkäinen ja Hiiden hevonen ; Originaalipiirustus piirrossarjaan ""Kalewala, Finsk National-dikt, framställd i teckningar af R.W.Ekman""",,1860,1808,1873
1816,Ed Winkler,Metsänsisus,1919,1900,,
1823,Robert Wilhelm Ekman,Castel Gandolfo,,,1808,1873
1825,Robert Wilhelm Ekman,Maalalaistyttö,,,1808,1873
1834,Robert Wilhelm Ekman,Sisäkuva keittiöstä,,,1808,1873
1837,Ellen Thesleff,Henkilöitä veneessä,,1923,1869,1954
1838,Robert Wilhelm Ekman,"Kotka munii Väinämöisen polvelle ; Originaalipiirustus piirrossarjaan ""Kalewala, Finsk National-dikt, framställd i teckningar af R.W.Ekman""",,1859,1808,1873
1841,Adolf von Becker,Vanhan parrakkaan miehen muotokuva,,,1831,1909
1845,Robert Wilhelm Ekman,Kullervo katkoo kapalonsa,,,1808,1873
1847,Robert Wilhelm Ekman,Lotta Svärd. Kuvitusta Vänrikki Stålin tarinoihin,,1869,1808,1873
1850,Robert Wilhelm Ekman,Vihreä sohva,,,1808,1873
1857,Robert Wilhelm Ekman,"Pukuharjoitelma Helsingin Vanhan Kirkon alttaritaulua varten, polvistunut nainen",,,1808,1873
1860,Adolf von Becker,Luonnos maalaukseen Orpo / Isoäiti kehdon ääressä,,1874,1831,1909
1862,Robert Wilhelm Ekman,"Maisema, jossa henkilöitä",,1840,1808,1873
1864,Werner Holmberg,Koivu,1890,1858,1830,1860
1866,Anders Fredrik Granstedt,"Uusantiikkinen hautakammio, arkkitehtuuripiirustus",1857,,1800,1849
1868,Robert Wilhelm Ekman,Luurankoharjoitelma jalasta ja säärestä,,,1808,1873
1870,Nunzio Gulino,Sisäkuva,,1994,,
1874,Robert Wilhelm Ekman,"Apostolin pää, luonnos mahdollisesti Kristuksen kirkastus -aiheista alttaritaulua varten",,,1808,1873
1883,Felix Hollenberg,Alppimaisema,1919,,1868,
1885,Robert Wilhelm Ekman,"Taalalaismiesten muotokuvapäitä Morasta, Leksandista, Rättvikistä ja ?",,1840,1808,1873
1886,Werner Holmberg,Männikkö lähellä järvenrantaa ; aloitettu öljymaalaus,1890,1857,1830,1860
1889,Robert Wilhelm Ekman,Döbeln Juuttaalla. Kuvitusta Vänrikki Stålin tarinoihin,,1869,1808,1873
1891,Robert Wilhelm Ekman,Väinämöinen käsi kohotettuna makaavan miehen edessä,,,1808,1873
1901,P. A. Schou,Shakinpelaajat,1953,1870,1844,1914
1902,Robert Wilhelm Ekman,Morapukuinen talonpoikaispoika,,,1808,1873
1907,Robert Wilhelm Ekman,Döbeln Juuttaalla. Kuvitusta Vänrikki Stålin tarinoihin,,1869,1808,1873
1909,Robert Wilhelm Ekman,"Maisema Siljanista, Siljanin joki",,1830,1808,1873
1912,Robert Wilhelm Ekman,Mooralaispoika talvivaatteissa,,1840,1808,1873
1914,Ville Vallgren,Antoinette Vallgrenin rintakuva,,1885,1855,1940
1919,Ferdinand von Wright,"Kesy korppi ""Judas""",,1834,1822,1906
1920,Werner Holmberg,Jokimaisema,1890,1853,1830,1860
1922,Hanna Frosterus-Segerstråle,Tytön pää,1890,1890,1867,1946
1923,Robert Wilhelm Ekman,Näkymä Ceroburosta,,1841,1808,1873
1924,Robert Wilhelm Ekman,Kärryt,,,1808,1873
1928,Leonard Lindeman,Torppa,,,1855,1889
1936,Arnaldo Battistoni,Kaksi figuuria interiöörissä,,1974,,
1947,Werner Holmberg,"Metsäinen ja kallioinen maisema, etualalla aukea",1890,1855,1830,1860
1948,Wilhelm von Wright,"Mina von Wright, taiteilijan sisar",,1844,1810,1887
1949,Robert Wilhelm Ekman,"Katuva Magdaleena Kristuksen haudalla - ""ensimmäinen yö""",,,1808,1873
1950,Ferdinand von Wright,"Naisen pää, harjoitelma veistoksen mukaan",,1857,1822,1906
1952,Werner Holmberg,Taiteilija Anders Ekmanin hauta,1890,1855,1830,1860
1955,Mauri Favén,Aimo Kanerva (?),,1952,1920,2006
1958,Werner Holmberg,Lehtimetsämaisema,1890,1848,1830,1860
1962,Werner Holmberg,Sepän talo ja piha,1890,1859,1830,1860
1963,Werner Holmberg,Kulkulauta latoon,1890,1859,1830,1860
1965,Aligi Sassu,Näyttelijät,,1934,,
1968,Magnus von Wright,"Hämeenlinna, originaalipiirustus teokseen Finland framställdt i teckningar",,1846,1805,1868
1969,,Almanakka,,1974,1912,1976
1972,Pehr Adolf Kruskopf,"Mieskonmäki, originaalipiirustus teokseen Finland framställdt i teckningar",,1844,1805,1852
1974,Ernst Mether-Borgström,Häkki,2003,1957,1917,1996
1978,Werner Holmberg,"Avoin maisemanäkymä, harjoitelma",1890,1855,1830,1860
1979,Pehr Adolf Kruskopf,Mustion kartano ja ruukki,1890,,1805,1852
1981,Werner Holmberg,"Ruiskuhilaita, harjoitelma",1890,1854,1830,1860
1984,Werner Holmberg,"Kivikkoinen metsänsisusta, jossa on kaatuneita puita",1890,1857,1830,1860
1985,Fredrik Ahlstedt,Malliharjoitelma,1908,1881,1839,1901
1987,Werner Holmberg,"Maantien laitaa, tiellä valjastettu hevonen.",1890,1856,1830,1860
1988,Werner Holmberg,"Talonpoikaistalo metsässä, Mäkkylä",1890,1848,1830,1860
1989,Adolf von Becker,"Maisema, harjoitelma",,1860,1831,1909
1990,Werner Holmberg,"Metsämaisema, Juhtimäki",1890,1857,1830,1860
1992,Werner Holmberg,Kaatuneen puun juuristo,1890,1857,1830,1860
1993,Ferdinand von Wright,"Sinisorsa (heinäsorsa), koiras",,1830,1822,1906
1996,Werner Holmberg,"Metsämaisema, ristikkorakennus, lampi ja tie",1890,1854,1830,1860
1998,Werner Holmberg,Kesäinen maisema Estholmenista Tammisaaren läheltä,1890,1848,1830,1860
2003,Tuulikki Pietilä,Rampa poika ja lintukauppias,,1952,1917,2009
2004,Giuseppe Santomaso,Suon reuna,,1953,,
2020,Pehr Adolf Kruskopf,Maisema Karjalohjalta,1890,,1805,1852
2022,Adolf von Becker,Vati ja kuppi kädessä seisova nainen,,,1831,1909
2024,Teuvo-Pentti Pakkala,Jooseppi ja Aapeli venerannassa. Kuvitusta Ilmari Kiannon romaaniin Ryysyrannan Jooseppi,,1964,1920,2010
2025,Werner Holmberg,Rantakallio,1890,1848,1830,1860
2026,Werner Holmberg,Kaatunut vanha puu rannalla,1890,1853,1830,1860
2029,,"Irtolehti, etnograafinen harjoitelma Itä-Suomesta",1890,,,
2031,Pehr Adolf Kruskopf,Vähäkylän tila nähtynä Haudankalliolta,1890,,1805,1852
2032,Werner Holmberg,"Kaksi harjoitelmaa: vasemmalla kuusi aidan vieressä, oikealla kivilohkare",1890,1848,1830,1860
2034,Adolf von Becker,AIHE: Alaspäin katseleva vanha mies,,,1831,1909
2036,Werner Holmberg,Pieni koju ja halkopino puiden juurella,1890,1854,1830,1860
2037,,"Irtolehti, etnograafinen harjoitelma Itä-Suomesta",1890,,,
2038,,"Irtolehti, etnograafinen harjoitelma Itä-Suomesta",1890,,,
2039,,"Irtolehti, etnograafinen harjoitelma Itä-Suomesta",1890,,,
2040,Viktor Kuusela,Taiteilijan nurkkapöytä,,1954,1925,
2041,Arnaldo Battistoni,Figuurihahmotelmia,,1943,,
2042,Ismo Kajander,Kahvila Mabillon,,1998,1939,
2043,Reino Hietanen,Rungot,,1995,1932,
2049,Bruno Cassinari,Rakastavaiset viinirypäleiden alla,,1960,,
2055,Georges Rouault,Kristus ja Pilatus,,,1871,1958
2057,Simo Hannula,Kissaviikko,,1996,1932,2016
2060,Pekka Halonen,Huivipäinen tyttö,,1889,1865,1933
2067,Leo Rajama,Viipurin torilla,,1937,1899,1985
2068,Hugo Simberg,"Köynnöksen kantaja, harjoitelma Tampereen Tuomiokirkon lehterifreskoa varten",,1905,1873,1917
2070,Pehr Adolf Kruskopf,Rantamaisema; vettä ja kallioisia rantoja,1890,,1805,1852
2071,Werner Holmberg,Talonpoikaistalo,1890,1859,1830,1860
2072,Werner Holmberg,Tiilimuuri ja köynnöskasvi,1890,1848,1830,1860
2074,Ismo Kajander,Vihreä Pariisi,,2006,1939,
2075,Werner Holmberg,Kolme puoliksi oksatonta männynrunkoa,1890,1857,1830,1860
2077,Werner Holmberg,Humalatarha,1890,1859,1830,1860
2086,Pehr Adolf Kruskopf,Ranta- ja kartanomaisema,1890,,1805,1852
2087,Tuulikki Pietilä,Painajaisuni (sarjasta Toiset maailmat),,1966,1917,2009
2088,Teuvo-Pentti Pakkala,Jooseppi sohii uittohalkoja keksillä. Kuvitusta Ilmari Kiannon romaaniin Ryysyrannan Jooseppi,,1964,1920,2010
2090,Arnaldo Battistoni,Vanha miesfiguuri portailla istumassa,,1941,,
2091,Tapani Raittila,Hannu,2003,1972,1921,2018
2093,Pehr Adolf Kruskopf,"Kaukola, luonnos",1890,,1805,1852
2094,Viktor Kuusela,Kukka,,1967,1925,
2095,Leonardo Castellani,Kivenhakkaajat,,1930,,
2101,Juhani Linnovaara,Asetelma,,1955,1934,
2105,Werner Holmberg,"Vuoristopuro, harjoitelma",1890,1855,1830,1860
2108,Werner Holmberg,Kolme maisemaluonnosta,1890,1848,1830,1860
2109,Pehr Adolf Kruskopf,"Pärnän silta, luonnos",1890,,1805,1852
2112,Werner Holmberg,Järvenlahti Ikaalisissa,1890,1848,1830,1860
2113,Berndt Lindholm,Miehen rintakuva (Adolf von Becker),,1868,1841,1914
2114,Werner Holmberg,Mäntyharjoitelmia,1890,1860,1830,1860
2117,Werner Holmberg,"Rantavajoja, veneitä ja kaksi miestä",1890,1848,1830,1860
2118,Mauri Favén,Keijo Siikala,,1955,1920,2006
2119,Werner Holmberg,"Kolme köyttävetävää alastonta miestä, harjoitelmia käsistä ja eläinten päistä",1890,1848,1830,1860
2124,Enzo Bellini,Huuhkaja aidalla (Professori Nolte),,1990,,
2128,Lennart Forstén,"Aavasaksa ja Ylitornion kirkko, originaalipiirustus teokseen Finland framställdt i teckningar",,1844,1817,1886
2133,Viktor Kuusela,Varhainen talvi,,1968,1925,
2134,Adolf von Becker,"Miesmalli, puolivartalo ja rintakuva",,,1831,1909
2137,Werner Holmberg,"Maisema, Kuru",1890,1857,1830,1860
2138,Werner Holmberg,"Näköala vuorelta, harjoitelma",1890,1855,1830,1860
2145,Pehr Adolf Kruskopf,"Kaksi maisemaluonnosta. Ylemmässä koski ja taustalla rakennuksia, alemmassa kumpuilevaa tasankoa ja joki.",1890,,1805,1852
2146,Werner Holmberg,Metsämaisema,1890,1857,1830,1860
2152,Magnus von Wright,Mustialan Maatalousoppilaitos,1875,1846,1805,1868
2153,Adolf von Becker,Tuoppi ja tikari,,1860,1831,1909
2154,Werner Holmberg,"Luonnos maalaukseen ""Linnanpuisto auringonlaskun jälkeen""",1890,1856,1830,1860
2159,Pehr Adolf Kruskopf,"Vihdin uusi kirkko ja vanhan keskiaikaisen kirkon rauniot etualalla vasemmalla. Taustalla oikealla pappila, etualalla järvi.",1890,,1805,1852
2162,Magnus von Wright,"Kyröskoski, originaalipiirustus teokseen Finland framställdt i teckningar",,1846,1805,1868
